#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x;
opinion_hajj_promised;Promised to go on Hajj.;A promis de faire le hajj;Hat versprochen, auf Haddsch zu gehen.;;Prometió hacer el hach.;Ha promesso di partire per l'Hajj.;;;;;;;;x;
EVTDESC75005;There is no [Root.job_spiritual.GetManWoman] better at increasing the [Root.Religion.GetName] Church's opinion of me or teach me to become a more pious Muslim than my [Root.GetMyLordSpiritualName] [Root.job_spiritual.GetTitledFirstName]!;Il n'existe personne d'autre que mon [Root.GetMyLordSpiritualName], [Root.job_spiritual.Get_le_TitledFirstName], pour améliorer l'opinion du clergé [Root.GetReligionMasc] à mon sujet et pour m'apprendre à devenir un musulman plus respectueux de la foi.;Es gibt niemand, der besser darin ist, die Meinung der [Root.Religion.GetName]en Kirche über mich zu verbessern oder mich zu lehren, ein frommerer Moslem zu sein, als meinen [Root.GetMyLordSpiritualName] [Root.job_spiritual.GetTitledFirstName]!;;No hay una persona mejor que me ayude a aumentar la opinión de la Iglesia de [Root.Religion.GetRandomGodName] sobre mí o enseñarme a ser un musulmán pío que mi [Root.GetMyLordSpiritualName] [Root.job_spiritual.GetTitledFirstName]!;non c'è [Root.job_spiritual.GetManWoman] migliore per migliorare l'opinione della Chiesa [Root.Religion.GetName] nei miei confronti o per insegnarmi ad essere un Mussulmano più devoto del mio [Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledFirstName]!;;;;;;;;x;
EVTOPTA75005;Talk to the [Root.Religion.GetName] Church, [Root.job_spiritual.GetTitledFirstName];Parler [Root.job_spiritual.Get_au_TitledFirstName] du clergé [Root.GetReligionMasc].;Sprecht mit der [Root.Religion.GetName]en Kirche, [Root.job_spiritual.GetTitledFirstName];;Hablar a la Iglesia de [Root.Religion.GetRandomGodName], [Root.job_spiritual.GetTitledFirstName];Racconta a [Root.job_spiritual.GetTitledFirstName] della chiesa [Root.Religion.GetName];;;;;;;;x;
EVTOPTB75005;Teach me to be a pious Muslim, [Root.job_spiritual.GetTitledFirstName];Apprenez-moi à devenir un pieux musulman, [Root.job_spiritual.GetTitledFirstName].;Lehrt mich, ein frommer Moslem zu sein, [Root.job_spiritual.GetTitledFirstName];;Enséñame a ser un musulmán pío, [Root.job_spiritual.GetTitledFirstName] ;Insegnami ad essere un Mussulmano devoto, [Root.job_spiritual.GetTitledFirstName];;;;;;;;x;
EVTDESC3411;I had two men pleading for my mercy in my court today. Both of them had committed the same crime, stolen an object of minor value - one a bread and the other some rice. The bread stealer was beheaded, the rice thief absolved.;Deux hommes sont venus implorer ma clémence à la cour, aujourd'hui. Tous deux ont commis le même crime en dérobant un bien de faible valeur : l'un a volé un pain, l'autre un peu de riz. Le voleur de pain a été décapité, le voleur de riz a été pardonné.;Es gab zwei Männer, die heute an meinem Hof um meine Gnade flehten. Beide hatten dieselbe Straftat begangen, nämlich einen Gegenstand geringen Wertes gestohlen - einer ein Brot, der andere etwas Reis. Der Brotdieb wurde enthauptet, aber der Reisdieb freigesprochen.;;Hoy tengo a dos hombres suplicando piedad en mi corte. Los dos habían cometido el mismo delito, que era robar un objeto de poco valor: uno pan y el otro arroz. El ladrón de pan fue decapitado, el ladrón de arroz, absuelto.;Oggi due uomini sono venuti ad invocare la mia clemenza nella mia corte. Entrambi avevano commesso lo stesso crimine, hanno rubato un oggetto di poco valore: uno del pane e l'altro del riso. Il ladro del pane è stato decapitato, il ladro del riso assolto.;;;;;;;;x;
EVTOPTA3411;This is my court, I may be as arbitrary as I wish;Je dirige cette cour, c'est donc moi qui prends les décisions;Dies ist mein Hof, ich kann so willkürlich sein, wie ich möchte ;;Esta es mi corte y puedo ser todo lo arbitrario que quiera;Questa è la mia corte, posso essere dispotico quanto desidero;;;;;;;;x;
EVTTOOLTIP3412;[tooltip_text_target.GetFirstName] ponders your judgement: good or bad?;[tooltip_text_target.GetFirstName] s'interroge sur votre jugement : bon ou mauvais ?;[tooltip_text_target.GetFirstName] sinniert über Euer Urteil: gut oder schlecht?;;[tooltip_text_target.GetFirstName] te hace cavilar: ¿bueno o malo?;[tooltip_text_target.GetFirstName] medita sul tuo giudizio: giusto o sbagliato?;;;;;;;;x;
EVTDESC3412;I witnessed [From.GetTitledFirstName] judge the two men and [From.GetHerHis] verdict made me ponder the matter for several days. Why would [From.GetTitledFirstName] sentence one man to be beheaded and absolve the other when they had committed the same crime?;J'ai vu [From.Get_le_TitledFirstName] juger deux hommes et son verdict m'a fait réfléchir plusieurs jours durant. Pourquoi [From.Get_le_TitledFirstName] a-t-il condamné un homme à la décapitation et absous le second homme qui avait pourtant commis le même crime ?;Ich habe [From.GetTitledFirstName] dabei beobachtet, wie er über die beiden Männer richtete und [From.GetHerHis] Urteil ließ mich für einige Tage über die Angelegenheit sinnieren. Warum sollte [From.GetTitledFirstName] einen Mann zur Enthauptung verurteilen und den anderen freilassen, wenn sie doch beide dieselbe Straftat begangen haben?;;Presencié cómo [From.GetTitledFirstName] juzgaba a los dos hombres y su veredicto me hizo cavilar sobre el asunto durante varios días. ¿Por qué [From.GetTitledFirstName] condenó a un hombre a ser decapitado y absolvió a otro cuando ambos habían cometido el mismo delito?;Ho assistito [From.GetTitledFirstName] che giudicava due uomini e la sua sentenza di mi ha fatto meditare per diversi giorni. Perché mai [From.GetTitledFirstName] dovrebbe condannare un uomo alla decapitazione ed assolvere l'altro quando entrambi hanno commesso lo stesso reato?;;;;;;;;x;
EVTOPTA3412;[From.GetSheHeCap] is too arbitrary;[From.GetIlElleCap] fait preuve d'un jugement trop partial;[From.GetSheHeCap] ist zu willkürlich;;Es demasiada su arbitrariedad.;[From.GetSheHeCap] è troppo arbitrario;;;;;;;;x;
EVTTOOLTIPA3413;is displeased [Root.GetTitledFirstName] disagrees with [This.GetHerHis] judgement;trouve fâcheux que [Root.Get_le_TitledFirstName] remette en cause son jugement;ist verärgert, dass [Root.GetTitledFirstName] [This.GetHerHis]em Urteil nicht zustimmt;;le molesta que [Root.Liege.GetTitledName] no esté de acuerdo con su juicio.;È dispiaciuto che [Root.GetTitledFirstName] non sia d'accordo con il [This.GetHerHis] giudizio;;;;;;;;x;
EVTOPTB3412;[From.GetTitledFirstName] must be wiser than me;[From.Get_Le_TitledFirstName] est sans doute plus sage que moi;[From.GetTitledFirstName] muss weiser sein als ich;;la sabiduría de [From.GetTitledFirstName] debe superar a la mía;[From.GetTitledFirstName] dev'essere più saggio di me;;;;;;;;x;
EVTTOOLTIPB3413;is pleased [Root.GetTitledFirstName] agrees with [This.GetHerHis] judgement;se réjouit que [Root.Get_le_TitledFirstName] soit d'accord avec son jugement;ist zufrieden, dass [Root.GetTitledFirstName] [This.GetHerHis]em Urteil zustimmt;;le molesta que [Root.Liege.GetTitledName] esté de acuerdo con su juicio.;È compiaciuto che [Root.GetTitledFirstName] concordi con il suo giudizio;;;;;;;;x;
EVTDESC3413;The men, whose similar crimes I judged arbitrarily, gave [From.GetTitledFirstName] something to ponder. I had all but forgotten about it when [From.GetTitledFirstName] finally got the courage to discuss it with me.;Les deux hommes coupables d'un crime similaire mais que j'ai jugés différemment, ont donné matière à réfléchir [From.Get_au_TitledFirstName]. J'avais quasiment oublié toute cette histoire quand [From.Get_le_TitledFirstName] a finalement eu le courage de venir m'en parler.;Die Männer, die ähnliche Straftaten begangen und von mir willkürlich bestraft wurden, gaben [From.GetTitledFirstName] etwas zum Nachdenken. Ich hatte es schon fast vergessen, als [From.GetTitledFirstName] endlich den Mut aufbrachte, um mit mir darüber zu sprechen.;;Los hombres, cuyos delitos juzgué arbitrariamente, dieron a [From.GetTitledFirstName] algo en lo que pensar. No había podido olvidarme de eso cuando [From.GetTitledFirstName] finalmente tuvo el valor de venir a hablar conmigo al respecto.;Gli uomini che ho giudicato arbitrariamente nonostante avessero commesso dei crimini simili, hanno dato a [From.GetTitledFirstName] qualcosa su cui riflettere. Avevo del tutto dimenticato la cosa quando [From.GetTitledFirstName] ha, finalmente, trovato il coraggio di parlarne con me.;;;;;;;;x;
EVTOPTA3413;[From.GetTitledFirstName] thinks I am a bad person for ruling so arbitrary!;[From.Get_Le_TitledFirstName] pense que mon jugement partial fait de moi une mauvaise personne !;[From.GetTitledFirstName] denkt, dass ich eine schlechte Person bin, da ich so willkürlich gerichtet habe!;;¡[From.GetTitledFirstName] piensa que son una mala persona por regir tan arbitrariamente!;[From.GetTitledFirstName] pensa io sia una cattiva persona per il mio modo arbitrario di governare!;;;;;;;;x;
EVTOPTB3413;[From.GetTitledFirstName] thought my judgement to be wiser than [From.GetSheHe] could understand;[From.Get_Le_TitledFirstName] pense qu'[From.GetIlElle] n'aurait pas rendu un jugement aussi sage.;[From.GetTitledFirstName] hielt mein Urteil für weiser, als [From.GetSheHe] es verstehen könnte;;[From.GetTitledFirstName] pensó que la sabiduría detrás de mi sentencia iba más allá de su comprensión.;[From.GetTitledFirstName] pensa che la mia sentenza sia più saggia di quanto [From.GetSheHe] possa capire;;;;;;;;x;
EVTOPTA3476;A suitable punishment for an infidel...;Une punition adaptée pour un infidèle...;Eine passende Bestrafung für einen Ungläubigen... ;;Un castigo adecuado para un infiel...;Una pena adatta ad un infedele...;;;;;;;;x;
EVTDESC3477;I watched, partly horrified, partly filled with admiration, as the infidel was dragged out of the dining hall and into [From.GetTitledFirstName]'s prison.;J'ai assisté à la scène, partagé entre répulsion et admiration, tandis que l'infidèle était traîné hors de la salle à manger pour être enfermé dans la prison [From.Get_du_TitledFirstName].;Teils mit Schrecken, teils mit Bewunderung beobachtete ich, wie der Ungläubige aus dem Speisesaal und in [From.GetTitledFirstName]s Kerker gezerrt wurde.;;Vi, parcialmente horrorizado y un poco lleno de admiración, cómo sacaban a rastras al infiel del salón comedor y lo llevaban a una de las prisiones de [From.GetTitledFirstName].;Ho assistito, con un misto di orrore ed ammirazione, a come l'infedele sia stato trascinato fuori dalla sala da pranzo e gettato nella prigione di [From.GetTitledFirstName].;;;;;;;;x;
EVTTOOLTIP3478;The infidel belongs in prison, [This.GetTitledFirstName]!;La place d'un infidèle est en prison, [This.GetTitledFirstName] !;Der Ungläubige gehört in den Kerker, [This.GetTitledFirstName]!;;¡El infiel permanecerá en prisión, [This.GetTitledFirstName]!;L'infedele deve stare in prigione, [This.GetTitledFirstName]!;;;;;;;;x;
EVTDESC3478;I was still shaking with rage at the infidel's outrageous words when [From.GetTitledFirstName] took the opportunity to whisper: 'Good work' in my ear.;Je tremblais encore de rage suite aux propos scandaleux prononcés par l'infidèle, quand [From.Get_le_TitledFirstName] choisit ce moment pour chuchoter 'Bon travail' à mon oreille.;"Ich zitterte noch immer vor Wut über die frevlerischen Worte des Ungläubigen, als [From.GetTitledFirstName] die Gelegenheit nutzte, um mir ein ""Gut gemacht"" ins Ohr zu flüstern.";;"Todavía estaba perturbado por las atroces palabras del infiel cuando [From.GetTitledFirstName] aprovechó el momento para susurrarme al oído: ""bien hecho"".";Stavo ancora fremendo di rabbia per le parole oltraggiose dell'infedele quando [From.GetTitledFirstName] ha colto l'opportunità per sussurrarmi all'orecchio: 'Ottimo lavoro'.;;;;;;;;x;
EVTDESC100550_A;The [Root.Religion.GetName] imams are constantly pestering me about religion, [Root.Religion.GetRandomGodName] and money to the zakat. No matter what I do, promise to pray more or read the Qur'an more thoroughly they won't leave me alone!;Les imams [Root.GetReligionMascPl] me harcèlent sans cesse à propos de religion, sur [Root.Religion.GetRandomGodName] et d'argent pour la zakat. Quoi que je fasse, que je promette de prier plus ou de lire le Coran de façon plus assidue, ils ne me laissent jamais en paix !;Die [Root.Religion.GetName]en Imame belästigen mich ständig mit der Religion, [Root.Religion.GetRandomGodName] und Geld für den Zakat. Egal was ich tue, verspreche mehr zu beten oder den Koran noch genauer zu lesen, sie lassen mich nicht in Ruhe!;;Los imanes de [Root.Religion.GetRandomGodName] se la pasan atosigándome con preguntas sobre la religión, [Root.Religion.GetRandomGodName] y dinero para el azaque. No me dejarán en paz ni si les prometo que rezaré más o que leeré con más cuidado el Corán.;Gli Imam [Root.Religion.GetName] mi importunano continuamente riguardo la religione, [Root.Religion.GetRandomGodName] e al denaro per lo zakat. Non importa cosa faccia, che gli prometta di pregare di più o leggere il Corano più frequentemente, loro non mi lasceranno in pace!;;;;;;;;x;
EVTOPTB100550;Allah, help me be a better Muslim!;Allah, aide-moi à devenir un meilleur musulman !;Allah, hilf mir ein besserer Moslem zu sein! ;;¡Alá, ayúdame a ser mejor musulmán!;Allah, aiutami ad essere un Musulmano migliore!;;;;;;;;x;
EVTDESC100551;I find it curious that the [From.Religion.GetName] imams are constantly pestering [From.GetTitledFirstName] no matter what [From.GetSheHe] promises to do or no matter how much money [From.GetSheHe] gives for the zakat.;Je trouve étrange que les imams harcèlent [From.Get_le_TitledFirstName] sans relâche, malgré toutes ses promesses ou de l'argent qu'il donne pour le zakat.;Ich finde es seltsam, dass die [From.Religion.GetName]en Imame ständig [From.GetTitledFirstName] belästigen, egal was [From.GetSheHe] zu tun verspricht oder wie viel Geld [From.GetSheHe] für die Zakat geben will, es scheint alles nichts zu nützen.;;Me parece extraño que los imanes de [From.GetTitledFirstName] siempre estén atosigando a [From.GetTitledFirstName], sin importar lo que prometa o cuánto dinero dé por el ?azaque.;Trovo singolare come gli Imam [From.Religion.GetName] stiano assillando costantemente [From.GetTitledFirstName] non importa cosa [From.GetSheHe] prometta di fare o quanto denaro [From.GetSheHe] doni per lo zakat.;;;;;;;;x;
EVTOPTB100551;I don't want to do anything to make the imams upset;Je ne veux rien faire qui contrarierait les imams.;Ich möchte nichts tun, das die Imame aus der Fassung bringen könnte;;No quiero que nada enoje a los imanes.;Non voglio fare nulla per infastidire gli Imam;;;;;;;;x;
EVTTOOLTIP100553;is discouraged that the [This.Religion.GetName] imams frighten [Root.GetTitledFirstName] so;trouve vraiment dommage que les imams effraient autant [Root.Get_le_TitledFirstName].;ist entmutigt, dass die [This.Religion.GetName]en Imame [Root.GetTitledFirstName] so verängstigen;;se siente mal porque los imanes de [Root.Liege.GetTitledName] asustan a [Root.GetTitledFirstName] ;È incredibile come gli Imam [This.Religion.GetName] intimoriscano così tanto [Root.GetTitledFirstName];;;;;;;;x;
EVTDESC100552;'All the [Root.Religion.GetName] imams care about is money. Give them money whenever they come visiting and they will leave you alone for weeks, if not months for fear of being sinful: no imam want to admit to the sin of being greedy.'\n[From.GetTitledFirstName] advised me soundly and I agreed to try it.;La seule chose à laquelle s'intéressent les imams [Root.GetReligionMascPl], c'est l'argent. Donnez-leur de l'argent à chacune de leur visite et ils vous laisseront en paix pendant plusieurs semaines, si ce n'est plusieurs mois, de peur de commettre un péché : aucun imam ne veut avoir la réputation d'être cupide.'\n[From.GetTitledFirstName] m'a donné un excellent conseil que je compte bien suivre.;Alles, was die [Root.Religion.GetName]en Imame interessiert, ist Geld. Gib ihnen immer Geld, wenn sie zu Besuch kommen, und sie werden dich für Wochen, wenn nicht sogar für Monate, in Ruhe lassen, aus Sorge, dass sie sündigen: kein Imam möchte die Sünde des Geizes zugeben., riet mir [From.GetTitledFirstName] und ich stimmte zu, es zu versuchen.;;A los imanes de [Root.Religion.GetRandomGodName] solo les importa el dinero. Dales dinero cuando vengan a visitarte y te dejarán tranquilo por semanas, incluso meses por miedo a pecar, pues ningún imam quiere reconocer el pecado de la avaricia. \n[From.GetTitledFirstName] me aconseja ?;Tutti gli Imam [Root.Religion.GetName] si interessano al tuo denaro. Donagli denaro ogni volta che vengono a farti visita e ti lasceranno stare per settimane, se non mesi per paura di divenire peccaminosi: nessun Imam vorrà ammettere di peccare di cupidigia.'\n[From.GetTitledFirstName] mi ha sonoramente avvisato e io ho deciso di provare.;;;;;;;;x;
EVTOPTB100552;It's not only the imams who are greedy...;Les imams ne sont pas les seuls à être cupides...;Nicht nur die Imame sind geizig... ;;Los imanes no son los únicos avaros...;Non solo gli Imam che sono avidi...;;;;;;;;x;
EVTDESC100553;It seems as if no one wants to help me for fear of upsetting the [Root.Religion.GetName] imams, not even my friend [From.GetTitledFirstName]!;Il semble que personne ne souhaite m'aider de peur de froisser les imams, pas même mon ami [From.Get_le_TitledFirstName] !;Anscheinend wagt es niemand, mir zu helfen, aus Angst, die [Root.Religion.GetName]en Imame zu verärgern - nicht einmal mein Freund [From.GetTitledFirstName]!;;Pareciera que nadie, ni siquiera From.GetTitledFirstName], me quiere ayudar por miedo a hacer enfadar a los imanes de [Root.Religion.GetRandomGodName].;Sembra che nessuno voglia aiutarmi per paura di inimicarsi gli Imam [Root.Religion.GetName], nemmeno il mio amico [From.GetTitledFirstName]!;;;;;;;;x;
EVTOPTA100553;The pestering imams are getting worse!;Ces imams me harcèlent de plus en plus !;Die lästigen Imame werden immer schlimmer!;;¡Y cada día los imanes se ponen peores!;Questi Imam assillanti stanno peggiorando!;;;;;;;;x;
EVTDESC100554;[From.GetTitledFirstName] told me [From.GetSheHe] had a great advice for me on how to stop the [Root.Religion.GetName] imams pestering me and [From.GetSheHe] got my undivided attention. The problem, though, was that [From.GetTitledFirstName] wanted payment for [From.GetHerHis] advice!;[From.Get_Le_TitledFirstName] m'a révélé avoir un formidable conseil à me donner pour que les imams [Root.GetReligionMascPl] cessent de me harceler, et je lui ai accordé toute mon attention. Seul problème : [From.Get_le_TitledFirstName] exigeait de l'argent en échange de son conseil !;[From.GetTitledFirstName] erzählte mir, dass [From.GetSheHe] einen großartigen Rat habe, wie ich die [Root.Religion.GetName]en Imame davon abhalten könne, mich zu belästigen. Deshalb erhielt [From.GetSheHe] meine ungeteilte Aufmerksamkeit. Doch das Problem war, dass [From.GetTitledFirstName] für [From.GetHerHis]en Rat bezahlt werden wollte!;;[From.GetTitledFirstName] me dijo que tenía un gran consejo sobre cómo evitar que los imanes de [Root.Religion.GetRandomGodName] me siguieran molestando, y obtuvo mi atención inmediata. ¡Pero el problema era que [From.GetTitledFirstName] quería una remuneración por su consejo!;[From.GetTitledFirstName] mi disse che [From.GetSheHe] avrebbe un gran consiglio per me su come fermare gli Imam [Root.Religion.GetName] che mi assillano e [From.GetSheHe] ha ottenuto la mia totale attenzione. Il problema, tuttavia, sarebbe che [From.GetTitledFirstName] vorrebbe essere pagato per il [From.GetHerHis] consiglio!;;;;;;;;x;
EVTDESC100555;My advice to [From.GetTitledFirstName] was very simple: just pay the [From.Religion.GetName] imams and they'll stop pestering you for, oh perhaps a few weeks? Though I could have shared this for free I decided to test how much [From.GetTitledFirstName] wanted to be left alone by the [From.Religion.GetName] imams and demanded money for the advice.;Le conseil que j'ai donné [From.Get_au_TitledFirstName] était on ne peut plus simple : donnez de l'argent aux imams et ils vous ficheront la paix pendant plusieurs semaines. Mais alors que j'aurais pu partager ce conseil gracieusement, j'ai décidé d'évaluer le ras-le-bol [From.Get_du_TitledFirstName] en lui demandant de l'argent en échange...;Mein Rat für [From.GetTitledFirstName] wäre ganz einfach: Bezahlt die [From.Religion.GetName]en Imame und sie werden Euch für, naja vielleicht ein paar Wochen, nicht mehr belästigen? Auch wenn ich dies kostenlos hätte raten können, entschloss ich mich zu testen, wie sehr [From.GetTitledFirstName] von den [From.Religion.GetName]en Imamen in Ruhe gelassen werden wollte, und verlangte Geld für meinen Rat.;;Mi consejo para [From.GetTitledFirstName] fue muy sencillo: paga a los imanes de [From.Religion.GetName], y dejarán de molestarte por, digamos... ¿un par de semanas? Si bien pude habérselo dicho sin costo alguno, decidí probar cuánto quería [From.GetTitledFirstName] que los imanes de [From.Religion.GetName] le dejarán en paz, y le he cobrado por el consejo.;Il mio consiglio per [From.GetTitledFirstName] era scontato: semplicemente paga gli Imam [From.Religion.GetName] e loro smetteranno di assillarti per, oh forse qualche settimana? Pur potendo ottenere la condivisione di questo consiglio gratuitamente ho deciso di esaminare quanto [From.GetTitledFirstName] desiderava essere lasciato solo dagli Imam [From.Religion.GetName] e quanti soldi chiedesse per questo consiglio.;;;;;;;;x;
EVTDESC1632;I find religion fascinating, especially when the Qur'an talk of heathens and infidels, and how they shall be struck down!;La religion est un sujet qui me fascine, notamment les passages du Coran abordant les questions des païens et des infidèles, et du sort terrible qui devrait leur être réservé !;Religion fasziniert mich, insbesondere wenn der Koran von Heiden und Ungläubigen spricht - und wie diese niedergeschlagen werden sollen! ;;La religión me parece fascinante, sobre todo cuando el Corán habla de paganos e infieles y del castigo que merecen.;Trovo la religione affascinante, specialmente quando il Corano parla di pagani e infedeli, e di come dovrebbero essere abbattuti!;;;;;;;;x;
EVTDESC2132;My little [GetFromRelation] [From.GetTitledFirstName] always has [From.GetHerHis] nose in the Qur'an, and spends all [From.GetHerHis] time among the imams.;M[From.GetOnA] [GetFromRelation], [From.Get_le_TitledFirstName], a toujours le nez fourré dans le Coran et passe tout son temps en compagnie des imams.;[From.GetTitledFirstName] steckt die Nase immer in den Koran und verbringt jede freie Zeit mit den Imamen.;;Mi pequeño/a [GetFromRelation] [From.GetTitledFirstName] pasa horas leyendo el Coran, y pasa su tiempo entre los imanes.;Il mio piccolo [GetFromRelation] [From.GetTitledFirstName] ha sempre il [From.GetHerHis] naso nel Corano, e trascorre tutto il [From.GetHerHis] tempo tra gli Imam.;;;;;;;;;x
EVTDESC1732;People are naive fools, laughing, dancing and nodding like puppets to the false tune played by imams. Charlatans all!;Les gens sont tellement naïfs. Ils rient, dansent et approuvent tels de gentils toutous les paroles des imams. Que des charlatans !;Menschen sind naive Dummköpfe, die wie Marionetten zu den falschen Tönen der Imamen lachen, tanzen und nicken. Scharlatane, alle miteinander!;;Las personas se ven como idiotas riendo, bailando y asintiendo como títeres ante la falsa melodía de los imanes. ¡Vaya charlatanes!;Le persone sono pazze e ingenue, ridono, danzano e chinano il capo come marionette alla falsa melodia suonata dagli Imam. Siete tutti ciarlatani!;;;;;;;;x;
EVTDESC1733;The imam's admonishment bored me to tears, then he told my [GetFromRelation] about my cynicism. [From.GetSubjectPronounCap] tried beating it out of me...;La réprimande de l'imam était d'un ennui mortel, puis il s'est entretenu avec m[From.GetOnA] [GetFromRelation] au sujet de mon cynisme. [From.GetIlElleCap] a essayé de me remettre dans le droit chemin...;Die Ermahnungen der Imame langweilten mich zu Tode und ich erzählte meinem [GetFromRelation] von meinem Zynismus. [From.GetSubjectPronounCap] versuchte diesen aus mir herauszuprügeln...;;Estaba aburrido/a como una ostra por las advertencias del imam, quien luego le dijo a mi [GetFromRelation] escepticismo. [From.GetSubjectPronounCap] intentó quitarmelo a puños...;L'ammonimento dell'Imam mi ha annoiato fino allo sfinimento, quindi egli ha raccontato al mio [GetFromRelation] circa il mio cinismo. [From.GetSubjectPronounCap] ha provato a tirarlo fuori da me a suon di botte...;;;;;;;;x;
EVTDESC3010;I was shamefully caught in action with a beautiful servant today by [Root.GetMyLordSpiritualName] [Root.job_spiritual.GetBestName]. [Root.job_spiritual.GetSheHeCap] scolded me and lectured me in the virtues of chastity.;Aujourd'hui, mon [Root.GetMyLordSpiritualName], [Root.job_spiritual.Get_only_le_Title][Root.job_spiritual.GetBestName], m'a surpris en charmante compagnie... [Root.job_spiritual.GetIlElleCap] m'a fait la leçon, suivie d'un sermon sur les vertus de la chasteté.;Ich wurde heute beschämenderweise auf frischer Tat mit einem wunderschönen Bediensteten von [Root.GetMyLordSpiritualName] [Root.job_spiritual.GetBestName] ertappt. [Root.job_spiritual.GetSheHeCap] schalt mich und belehrte mich über die Tugend der Keuschheit.;;Hoy [Root.GetMyLordSpiritualName] [Root.job_spiritual.GetBestName] me ha cogido con las manos en la masa con una hermosa sierva. Me ha reprendido y me ha dado un platicado sobre los beneficios de la castidad.;Oggi sono stato vergognosamente beccato con una splendida serva da [Root.GetMyLordSpiritualName] [Root.job_spiritual.GetBestName]. [Root.job_spiritual.GetSheHeCap] mi ha rimproverato e mi ha fatto una predica riguardò le virtù della castità.;;;;;;;;x;
EVTOPTA3010;I wish I could ignore [Root.job_spiritual.GetHerHim];J'aimerais tant pouvoir l'ignorer...;Ich wünschte, ich könnte [Root.job_spiritual.GetHerHim] ignorieren;;Quisiera no tener que prestarle atención.;Vorrei poter ignorare [Root.job_spiritual.GetHerHim];;;;;;;;x;
EVTDESC3371;I told the imam about my ambitions and asked if there were anything he could do to help me.;J'ai parlé de mes ambitions à l'imam et lui ai demandé s'il pouvait m'aider à atteindre mes objectifs.;Ich berichtete dem Imam über mein Bestreben und fragte ihn, ob er mir auf irgendeine Weise helfen könnte.;;Le conté al imam acerca de mis ambiciones y le pregunté si podía hacer algo por mí.;Ho parlato all'Imam delle mie ambizioni e mi ha chiesto se c'era qualcosa che poteva fare per aiutarmi.;;;;;;;;x;
EVTDESC3456;I expressed my views on the whole religion and 'Allah' thing a bit too loud and got into a lot of trouble with an imam because of it.;J'ai exprimé mon point de vue sur la religion et sur Allah un peu trop fort, semble-t-il, car j'ai eu de sacrés ennuis avec un imam par la suite.;"Ich brachte meine Ansichten über die ganze Religion und die ""Allah""-Sache ein wenig zu laut zum Ausdruck und geriet deshalb in ziemliche Schwierigkeiten mit einem Imam.";;Me parece que usé un tono altisonante cuando expresé mi opinión sobre la religión y sobre Alá y me metí en muchos problemas con el imam por eso.;Ho esposto le mie opinioni sull'intera religione e la questione Allah' ha avuto un po' troppo clamore e mi ha causato un sacco di problemi con un Imam.';;;;;;;;x;
EVTOPTA3456;Allah is dead!;Allah est mort !;Allah ist tot!;;¡Alá ha muerto!;Allah è morto!;;;;;;;;x;
EVTDESC4041;The imam accused a couple of villagers of blasphemy after he heard them take Allah's name in vain. The blacksmith did it when he hit his thumb with the hammer, the stablemaster when a horse kicked him and the cook when a rat fell into the stew.;L'imam a accusé plusieurs villageois de blasphème après les avoir entendus souiller le nom d'Allah. Mais en réalité, le forgeron a juré quand il s'est écrasé le pouce avec son marteau, le maître d'écurie quand un cheval lui a donné un coup de sabot et le cuisinier quand un rat est tombé dans le ragoût.;Der Imam beschuldigte eine Reihe von Dorfbewohnern der Blasphemie, nachdem er hörte, wie sie Allahs Namen missbrauchten. Der Schmied tat es, wenn er sich mit dem Hammer auf den Daumen schlug, der Stallmeister, wenn er von einem Pferd getreten wurde, und der Koch, wenn ihm eine Ratte in den Eintopf fiel.;;El imam acusó a un par de aldeanos de blasfemia después de haberlos oído usar el nombre de Alá en vano. El herrero lo hizo cuando se dio en los dedos con el martillo, el maestro de establos cuando un caballo lo pateó y el cocinero cuando una rata cayó en su estofado.;L'Imam ha accusato alcuni abitanti del villaggio di blasfemia dopo averli uditi pronunciare il nome di Allah invano. Si tratta del fabbro, che ha imprecato dopo essersi dato una martellata su un dito, lo stalliere, che ha ricevuto un calcio da un cavallo, ed il cuoco, quando ha scoperto un ratto nello stufato.;;;;;;;;x;
EVTDESC5026;My subjects does not like the new impaling punishment and, led by the imams, show their umbrage by throwing rotten vegetables at me!;Mes sujets n'apprécient guère la nouvelle forme de châtiment que j'ai mise en place : l'empalement. Pour montrer leur mécontentement, conseillés par les imams, ils ont jeté des légumes pourris sur mon passage !;Meine Untertanen mögen meine neuen aufspießenden Bestrafungen, was dazu führte, dass meine Imame ihrem Unmut Luft machten, indem sie verrottetes Gemüse auf mich warfen!;;A mis súbditos no les gusta el nuevo castigo por empalamiento y, liderados por los imanes, mostraron su descontento tirándome vegetales podridos.;I miei sudditi non apprezzano il mio nuovo sistema di impalamento e, istigati dagli Imam, hanno manifestato il loro disappunto tirandomi contro verdure marce!;;;;;;;;x;
EVTOPTA5026;Vegetables won't stop me!;Il faudra plus que des légumes pour m'arrêter !;Gemüse wird mich nicht aufhalten! ;;¡Pero los vegetales no me detendrán!;I vegetali non mi fermeranno!;;;;;;;;x;
