#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x;
PLOT_POWER_CONTRIB_LOWER_THAN;Contribution to $PLOTTER$'s plot to $PLOT$ less than §Y$POWER$%§!\n;Contribution au complot de $PLOTTER$ pour $PLOT$ est inférieure à §Y$POWER$%§!\n;Beteiligung an $PLOTTER$s Plan zum $PLOT$ geringer als §Y$POWER$%§!\n ;;Contribución al complot de $PLOTTER$ sobre $PLOT$ inferior a §Y$POWER$%§!\n;Contributo al complotto di $PLOTTER$ per $PLOT$ inferiore a §Y$POWER$%§!\n;;;;;;;;x;
EVTDESC55010;My roots may be [Root.Culture.GetName], but I identify more with the [Root.Capital.Culture.GetName] people I rule.;Je suis peut-être de culture [Root.Culture.GetName] par mes racines, mais je me sens plus proche du peuple [Root.Capital.GetCultureMasc] sur lequel je règne.;Meine Wurzeln mögen [Root.Culture.GetName] sein, aber ich identifiziere mich mehr mit den [Root.Capital.Culture.GetName]en Menschen, über die ich herrsche.;;Puede que mi origen sea [Root.Culture.GetName], pero me identifico más con el pueblo [Root.Capital.Culture.GetName] que gobierno.;Le mie radici sono forse nella cultura [Root.Culture.GetName], ma mi identifico più nella gente [Root.Capital.Culture.GetName] che governo.;;;;;;;;x;
EVTOPTA55010;[Root.Capital.Culture.GetName] customs are superior!;La culture [Root.Capital.Culture.GetName] est plus raffinée !;[Root.Capital.Culture.GetName]e Sitten sind überlegen!;;¡Las costumbres del pueblo [Root.Capital.Culture.GetName] son superiores!;Gli usi e costumi della popolazione [Root.Capital.Culture.GetName] sono più sviluppati!;;;;;;;;x;
EVTOPTB55010;Never, I am still [Root.Culture.GetName]!;Je reste et resterai de culture [Root.Culture.GetName] !;Niemals, ich bin immer noch [Root.Culture.GetName]!;;¡Jamás, aún soy [Root.Culture.GetName]!;Giammai, sono ancora [Root.Culture.GetName] !;;;;;;;;x;
EVTDESC55011;[From.GetTitledName] has adopted the foreign ways of [From.Capital.GetName], behaving more like a petty [From.Capital.Culture.GetName] burgher than a proper [Root.Culture.GetName] lord.;[From.Get_Le_TitledName] a adopté les us et coutumes de [From.Capital.GetName], et se comporte plus comme un[From.Get_E] insignifiant[From.Get_E] citadin[From.Get_E] [From.GetCultureMascFem] que comme un[Root.Get_E] fi[Root.GetErEre] [Root.GetLordLady] [Root.GetCultureMascFem].;[From.GetTitledName] hat die fremde Art von [From.Capital.GetName] angenommen und verhält sich eher wie ein belangloser [From.Capital.Culture.GetName]er Bürger statt wie ein angemessener [Root.Culture.GetName]er Lord.;;[From.GetTitledName] ha adoptado los modos extranjeros de la gente [From.Capital.GetName], comportándose más como un insignificante burgués [From.Capital.Culture.GetName] que como un correcto señor [Root.Culture.GetName].;[From.GetTitledName] ha adottato gli usi e i costumi della gente di [From.Capital.GetName], comportandosi più come un insignificante cittadino [From.Capital.Culture.GetName] che un vero Signore [Root.Culture.GetName].;;;;;;;;x;
EVTOPTA55011;Troubling news;De troublantes nouvelles;Beunruhigende Nachrichten;;Noticias preocupantes;Notizie preoccupanti;;;;;;;;x;
PROV420;Vilnius;Vilnius;Vilnius;;Vilna;Vilnius;;;;;;;;x;
PROV424;Grodno;Grodno;Grodno;;Grodno;Grodno;;;;;;;;x;
PROV496;Constantinople;Constantinople;Konstantinopel;;Constantinopla;Costantinopoli;;;;;;;;x;
PROV632;Tus;Tus;Tus;;Tus;Tus;;;;;;;;x;
PROV696;Samarra;Samarra;Samarra;;Samarra;Samarra;;;;;;;;x;
PROV702;Khliat;Khliat;Khliat;;Khliat;Khliat;;;;;;;;x;
PROV727;Bostra;Bosra;Bostra;;Bostra;Bostra;;;;;;;;x;
PROV729;Al-Sukhnah;Al-Sukhnah;Al-Sukhnah;;Al-Sukhnah;Al-Sukhnah;;;;;;;;x;
c_tadmor_adj;Al-Sukhnahn;al-Sukhnahne;Al-Sukhnahnisch;;Al-Sukhnahn;d'Al-sukhnahna;;;;;;;;x;
c_syria_adj;Bostrian;bostriane;Bostraisch;;Bostriano;Bostriano;;;;;;;;x;
c_mesopotamia_adj;Khliatian;khliatiane;Khliatisch;;Khliatiano;Khliatiano;;;;;;;;x;
c_euphrates_adj;Samarrian;samarréenne;Samarrisch;;Samarreño;Samarrese;;;;;;;;x;
c_tus_adj;Tusian;tusienne;Tusisch;;Tusiano;Tusiano;;;;;;;;x;
c_aukshayts_adj;Vilnian;vilnienne;Vilniusisch;;de Vilna;di Vilna;;;;;;;;x;
c_jacwiez_adj;Grodnian;grodnienne;Grodnoisch;;Grodno;di Grodna;;;;;;;;x;
c_byzantion_adj;Constantinopian;constantinopolitaine;Konstantinisch;;Constantinopolitano;di Costantinopoli;;;;;;;;x;
d_hashshashin;Fedayeen;Fedayin;Die Hashshashin;;Los hassasin;Fedayeen;;;;;;;;x;
GRANDHEADMASTER;Grand Headmaster;Grand-Maître;Eminenz;;Gran Director;Gran Maestro;;;;;;;;x;
GRANDHEADMASTER_FOA;Your Excellency;Votre Excellence;Eure Exzellenz;;Su Excelencia;Sua Eccellenza;;;;;;;;x;
DEATH_MURDER_HASHSHASHIN;died at the hands of the Hashshashin;a été tué[Get_E] par un Hashshashin;starb durch die Hände der Assassinen;;murió a manos de los hassasin;è morto per mano della Setta degli Assassini;;;;;;;;x;
EXPECTED_TO_HAVE_MORE_WIVES;Fewer than §Y$NUM$§W wives: §R$PRESTIGE$§W;Moins de §Y$NUM$§W épouses : §R$PRESTIGE$§W;Weniger als §Y$NUM$§W Ehefrauen: §R$PRESTIGE$§W;;Menos de §Y$NUM$§W esposas: §R$PRESTIGE$§W;Meno di §Y$NUM$§W mogli: §R$PRESTIGE$§W;;;;;;;;x;
EXPECTED_TO_HAVE_FEWER_WIVES;More than §Y$NUM$§W wives: §G+$PRESTIGE$§W;Plus de §Y$NUM$§W épouses : §G+$PRESTIGE$§W;Mehr als §Y$NUM$§W Ehefrauen: §G+$PRESTIGE$§W;;Más de §Y$NUM$§W esposas: §G+$PRESTIGE$§W;Più di §Y$NUM$§W mogli: §G+$PRESTIGE$§W;;;;;;;;x;
tp_monastery_1_muslim;Mosque;Mosquée;Moschee;;Mezquita;Moschea;;;;;;;;x;
tp_monastery_2_muslim;Mosque;Mosquée;Moschee;;Mezquita;Moschea;;;;;;;;x;
tp_monastery_3_muslim;Mosque;Mosquée;Moschee;;Mezquita;Moschea;;;;;;;;x;
tp_monastery_4_muslim;Great Mosque;Grande Mosquée;Sehr große Moschee;;Mezquita enorme;Moschea grande;;;;;;;;x;
tp_monastery_5_muslim;Great Mosque;Grande Mosquée;Sehr große Moschee;;Mezquita enorme;Moschea grande;;;;;;;;x;
tp_monastery_6_muslim;Great Mosque;Grande Mosquée;Sehr große Moschee;;Mezquita enorme;Moschea grande;;;;;;;;x;
tp_town_1_muslim;Mosque Town;Ville de mosquée;Moschee-Stadt;;Pueblo de la mezquita;Villaggio della Moschea;;;;;;;;x;
tp_town_2_muslim;Mosque Town;Ville de mosquée;Moschee-Stadt;;Pueblo de la mezquita;Villaggio della Moschea;;;;;;;;x;
tp_town_3_muslim;Mosque Town;Ville de mosquée;Moschee-Stadt;;Pueblo de la mezquita;Villaggio della Moschea;;;;;;;;x;
tp_town_4_muslim;Mosque Town;Ville de mosquée;Moschee-Stadt;;Pueblo de la mezquita;Villaggio della Moschea;;;;;;;;x;
tp_town_5_muslim;Mosque Town;Ville de mosquée;Moschee-Stadt;;Pueblo de la mezquita;Villaggio della Moschea;;;;;;;;x;
tp_town_6_muslim;Mosque Town;Ville de mosquée;Moschee-Stadt;;Pueblo de la mezquita;Villaggio della Moschea;;;;;;;;x;
ct_marketplace_3_muslim;Souq Market District;Souk;Suq-Marktviertel;;Distrito del zoco;Mercato del Suq;;;;;;;;x;
ct_marketplace_4_muslim;Medina Quarter;Quartier de la médina;Medina-Viertel;;Cuarto de medina;Quartiere della Medina;;;;;;;;x;
ct_marketplace_5_muslim;Medina Quarter;Quartier de la médina;Medina-Viertel;;Cuarto de medina;Quartiere della Medina;;;;;;;;x;
ct_marketplace_6_muslim;Grand Bazaar;Grand bazar;Großer Basar;;Gran bazar;Gran Bazar;;;;;;;;x;
ct_university_1_muslim;Maktab School;Madrassa (université);Maktab-Schule;;Escuela coránica;Scuola Maktaq;;;;;;;;x;
ct_university_2_muslim;Madrasah University;Madrassa (université);Madrasa-Universität;;Universidad Madraza;Università Madrasa;;;;;;;;x;
ct_university_3_muslim;Madrasah University;Madrassa (université);Madrasa-Universität;;Universidad Madraza;Università Madrasa;;;;;;;;x;
opinion_good_work;Good work!;Bon travail !;Gute Arbeit!;;¡Buen trabajo!;Ottimo lavoro!;;;;;;;;x;
opinion_committed_zina;Committed Zina (sexual intercourse with other man/woman than spouse);A commis la zina (péché d'adultère) ;Zina begangen (Geschlechtsverkehr mit anderer Person als dem Ehepartner);;Cometí Zina (relación sexual con otro hombre/mujer distinto del cónyuge);Commesso Zina (adulterio);;;;;;;;x;
ignored_muslim_sins;Averted my eyes from the sins of others;A détourné mes yeux des péchés des autres;Habe meine Augen von den Sünden der anderen abgewendet;;Aparté mis ojos de los pecados ajenos;Ho distolto il mio sguardo dai peccati altrui;;;;;;;;x;
opinion_court_calligrapher;Court Calligrapher;Maître-calligraphe ;Hofkalligraph;;Calígrafo de la corte;Calligrafo di Corte;;;;;;;;x;
opinion_disappointed_calligrapher;Disappointed in Court Calligrapher;Déçu par le Maître-calligraphe ;Vom Hofkalligraphen enttäuscht;;Decepcionado con el calígrafo de la corte;Deluso dal Calligrafo di Corte;;;;;;;;x;
opinion_grateful_calligrapher;Grateful for the Court Calligrapher's good work;Reconnaissant pour l'excellent travail du Maître-calligraphe ;Dankbar für die gute Arbeit des Hofkalligraphen;;Agradecido del buen trabajo del calígrafo de la corte;Grato per il buon lavoro del Calligrafo di Corte;;;;;;;;x;
mod_satisfied_work_calligrapher;Satisfactory Calligraphy Work;Satisfait du travail du Maître-Calligraphe;Zufriedenstellende Kalligraphiearbeit;;Trabajo de caligrafía satisfactorio;Soddisfacente lavoro del Calligrafo;;;;;;;;x;
mod_bad_work_calligrapher;Bad Calligraphy Work;Mauvais travail de calligraphie;Schlechte Kalligraphiearbeit;;Trabajo de caligrafía insatisfactorio;Cattivo lavoro di Calligrafo;;;;;;;;x;
FURUSIYYATITLE;Furusiyya;Furusiyya;Furusiyya;;Furusiyya;Furusiyya;;;;;;;;x;
furusiyya_invite;Let all who profess martial ability be invited;Invitons tous ceux qui bénéficient de l'aptitude martiale.;Es sollen alle, die eine Kampfkunst beherrschen, eingeladen werden;;Que todos los que profesan el arte marcial sean invitados;Invita tutti coloro che praticano l'arte militare;;;;;;;;x;
FAM_FORMER_HUSBANDS;Former Husbands;Anciens maris;Ehemalige Ehemänner;;Antiguos esposos;Precedenti mariti;;;;;;;;x;
FAM_SECONDARY_WIVES;Secondary Wives;Femmes secondaires;Sekundäre Ehefrauen;;Esposas secundarias;Mogli secondarie;;;;;;;;x;
FAM_FORMER_WIVES;Former Wives;Anciennes femmes;Ehemalige Ehefrauen;;Antiguas esposas;Precedenti mogli;;;;;;;;x;
CHURCH_NAME;The $RELIGION$ Faith;la religion $RELIGION$;Glaube: $RELIGION$;;La Fe $RELIGION$;La Fede $RELIGION$;;;;;;;;x;
diligent_poet;Diligent Poet;Poète diligent;Tüchtiger Dichter;;Poeta diligente;Poeta diligente;;;;;;;;x;
diligent_musician;Diligent Musician;Musicien diligent;Tüchtiger Musiker;;Músico diligente;Musico diligente;;;;;;;;x;
diligent_architect;Diligent Chief Architect;Maître-Architecte diligent;Tüchtiger Chef-Architekt;;Arquitecto Jefe diligente;Capo Architetto diligente;;;;;;;;x;
RAMADANTITLE;Ramadan;Ramadan;Ramadan;;Ramadán;Ramadan;;;;;;;;x;
observed_ramadan;Observed Ramadan;A observé le Ramadan;Ramadan eingehalten;;Ha observado el Ramadán;Ha osservato il Ramadan;;;;;;;;x;
plot_kill_character_desc;§Y[From.GetTitledFirstName]§! has decided it is time for §Y[This.GetTitledFirstName]§! to depart this world. §Y[From.GetTitledFirstName]§! and [From.GetPossPronoun] backers will look for opportunities to kill §Y[This.GetTitledFirstName]§! - the higher the Plot Power, the more likely they are to find openings.;[From.Get_Le_TitledFirstNameJ] a décidé qu'il était grand temps pour [This.Get_le_TitledFirstNameJ] de quitter ce monde. [From.Get_Le_TitledFirstNameJ] et ses partisans vont attendre l'opportunité de tuer [This.Get_le_TitledFirstNameJ] : plus la puissance du complot est élevée, plus ils ont de chance de réussir.;§Y[From.GetTitledFirstName]§! hat entschieden, dass es für §Y[This.GetTitledFirstName]§! an der Zeit ist, diese Welt zu verlassen. Die Unterstützer von §Y[From.GetTitledFirstName]§! werden nach Möglichkeiten Ausschau halten, um §Y[This.GetTitledFirstName]§! zu beseitigen. Je höher die Verschwörungsmacht wird, desto leichter werden sie Wege dafür finden.;;§Y[From.GetTitledFirstName]§! ha decidido que es hora de que §Y[This.GetTitledFirstName]§! abandone este mundo. §Y[From.GetTitledFirstName]§! y sus partidarios buscarán oportunidades para matar a §Y[This.GetTitledFirstName]§!. Cuanto mayor sea la potencia del complot, más probable será encontrar un resquicio.;§Y[From.GetTitledFirstName]§! ha deciso che è giunta l'ora che §Y[This.GetTitledFirstName]§! lasci questo mondo. §Y[From.GetTitledFirstName]§! e i [From.GetPossPronoun] sostenitori stanno aspettando il momento giusto per uccidere §Y[This.GetTitledFirstName]§! - Più alta è la Potenza del Complotto, maggiori saranno le possibilità per loro di uccidere la vittima.;;;;;;;;x;
EVTDESC8150;Seeing [Root.PlotTarget.GetTitledName] with [Root.PlotTarget.GetPossPronoun] nose deep in the cup, it suddenly struck me that all I need to get rid of [Root.PlotTarget.GetObjectPronoun] is a fine poison...;En voyant [Root.PlotTarget.Get_le_TitledName] le nez plongé dans sa coupe, il m'est soudainement venu à l'esprit que tout ce dont j'ai besoin pour m'en débarrasser est un poison efficace...;Als ich [Root.PlotTarget.GetTitledName] mit [Root.PlotTarget.GetPossPronoun]er Nase tief in der Tasse sah, wurde mir plötzlich klar, dass ich nur etwas feines Gift brauche, um [Root.PlotTarget.GetObjectPronoun] loszuwerden...;;Al ver a [Root.PlotTarget.GetTitledName] con la nariz enterrada en la copa, me di cuenta que lo único que necesitaba para librarme de [Root.PlotTarget.GetObjectPronoun] era un buen veneno...;Dopo aver visto [Root.PlotTarget.GetTitledName] bere con il naso immerso nella sua coppa di vino, ho subito realizzato che tutto ciò che mi serve per sbarazzarmi di [Root.PlotTarget.GetObjectPronoun] è un pizzico di buon veleno...;;;;;;;;x;
EVTOPTA8150;My co-conspirators will provide...;Mes complices me le fourniront...;Versorgung durch meine Mitverschwörer...;;Mis cómplices me lo proporcionarán...;Me lo forniranno i miei complici...;;;;;;;;x;
EVTOPTB8150;Buy a rare poison;Acheter un poison rare...;Kauft ein seltenes Gift;;Comprar un veneno raro;Compra un veleno raro;;;;;;;;x;
EVTOPTC8150;Hemlock goes well with the Red...;La cigüe se mélange parfaitement au vin...;Der Schierling passt gut zum Rot...;;La cicuta va bien con el rojo...;La cicuta si confonde perfettamente con il vino rosso...;;;;;;;;x;
EVTOPTD8150;Too expensive - I will bide my time;Trop cher - je vais attendre encore un peu.;Zu teuer – ich werde warten;;Demasiado caro, esperaré a que llegue mi hora;Troppo costoso, aspetterò ancora un po'.;;;;;;;;x;
EVTTOOLTIP8155;Poison [This.GetTitledName] at the feast next month;Empoisonner [This.Get_le_TitledName] lors de la fête du mois prochain.;Vergiftet [This.GetTitledName] bei den Festlichkeiten im nächsten Monat;;Envenenar a [This.GetTitledName] en el festín del próximo mes;Avvelena [This.GetTitledName] durante la festa del mese prossimo.;;;;;;;;x;
EVTDESC8151;Suddenly, it hit me - poison! Surely the safest way to get rid of troublesome... pests.;La solution a fusé dans mon esprit de façon soudaine : du poison ! C'est sans doute le meilleur moyen de se débarrasser de la vermine devenue trop nuisible.;Plötzlich traf mich die Erkenntnis - Gift! Sicherlich der sicherste Weg, um lästige...Schädlinge loszuwerden.;;De repente, lo vi claro: ¡veneno! La forma más segura de librarse de molestas... plagas.;La soluzione mi è balenata in mente all'improvviso: veleno! Senza dubbio il modo più sicuro per sbarazzarsi di fastidiosi... parassiti.;;;;;;;;x;
EVTOPTB8151;Ask the Plot head for funds;Demander de l'argent au chef du complot;Bittet den Kopf des Komplotts um Geld;;Pedir fondos al líder del complot;Chiedi fondi all'ideatore del Complotto.;;;;;;;;x;
EVTTOOLTIP8160;Tell [This.GetTitledName] of the idea to kill [This.PlotTarget.GetTitledName];Exposer [This.Get_au_TitledName] le projet de tuer [This.PlotTarget.Get_le_TitledName].;Erzählt [This.GetTitledName] von der Idee, [This.PlotTarget.GetTitledName] zu töten;;Contar a [This.GetTitledName] la idea para matar a [This.PlotTarget.GetTitledName];Esporre a [This.GetTitledName] l'idea per uccidere [This.PlotTarget.GetTitledName].;;;;;;;;x;
EVTTOOLTIP8152;Ask [This.GetTitledName] for funds to kill [This.PlotTarget.GetTitledName];Demander de l'argent [This.Get_au_TitledName] pour tuer [This.PlotTarget.Get_le_TitledName].;Bittet [This.GetTitledName] um Geld, um [This.PlotTarget.GetTitledName] zu töten;;Pedir a [This.GetTitledName] fondos para matar a [This.PlotTarget.GetTitledName];Chiedi dei fondi a [This.GetTitledName] per uccidere [This.PlotTarget.GetTitledName].;;;;;;;;x;
EVTDESC8152;My co-conspirator, [From.GetTitledName], is asking for funds to poison [Root.PlotTarget.GetTitledName] at an upcoming banquet...;M[From.GetOnA] complice, [From.Get_le_TitledName], demande de l'argent afin d'empoisonner [Root.PlotTarget.Get_le_TitledName] lors d'un prochain banquet.;Mein Mitverschwörer [From.GetTitledName] bittet um Geld, um [Root.PlotTarget.GetTitledName] beim bevorstehenden Bankett töten zu können...;;Mi cómplice, [From.GetTitledName], pide fondos para envenenar a [Root.PlotTarget.GetTitledName] en un próximo banquete...;Il mio complice, [From.GetTitledName], mi chiede dei soldi per avvelenare [Root.PlotTarget.GetTitledName] durante il prossimo banchetto...;;;;;;;;x;
EVTOPTA8152;Very well - too bad I will not see it!;Excellent ! Dommage que je ne sois pas là pour assister à ce spectacle.;Nun gut – schade, dass ich das nicht sehen werde!;;¡Muy bien! ¡Una pena no poder verlo!;Benissimo. Peccato che non potrò assistere allo spettacolo...;;;;;;;;x;
EVTOPTB8152;Even [Root.PlotTarget.GetHerHis] death is not worth it.;Même sa mort n'en vaut pas la peine.;Sogar [Root.PlotTarget.GetHerHis] Tod ist das nicht wert.;;Ni siquiera su muerte lo merece.;Nemmeno la [Root.PlotTarget.GetHerHis] morte vale tanto.;;;;;;;;x;
EVTTOOLTIP8153;[This.GetTitledName] receives the funds;[This.Get_Le_TitledName] reçoit l'argent.;[This.GetTitledName] bekommt das Geld;;[This.GetTitledName] recibe los fondos;[This.GetTitledName] riceve il denaro;;;;;;;;x;
EVTTOOLTIP8154;Inform [This.GetTitledName] that I will not pay;Informer [This.Get_le_TitledName] que je ne paierai pas.;Benachrichtigt [This.GetTitledName], dass ich nicht zahlen werde;;Informa a [This.GetTitledName] de que no voy a pagar;Informa [This.GetTitledName] che non intendo pagare.;;;;;;;;x;
EVTDESC8153;[From.GetTitledName] has sent me the necessary funds to poison [From.PlotTarget.GetTitledName]...;[From.Get_Le_TitledName] m'a envoyé l'argent nécessaire pour empoisonner [From.PlotTarget.Get_le_TitledName]...;[From.GetTitledName] hat mir das nötige Geld zugeschickt, um [From.PlotTarget.GetTitledName] vergiften zu können...;;[From.GetTitledName] me ha enviado los fondos necesarios para envenenar a [From.PlotTarget.GetTitledName]...;[From.GetTitledName] mi ha mandato i soldi necessari per avvelenare [From.PlotTarget.GetTitledName] ...;;;;;;;;x;
EVTDESC8154;[From.GetTitledName] has refused to fund the rare poison needed to off [From.PlotTarget.GetTitledName].;[From.Get_Le_TitledName] a refusé de me donner l'argent pour acheter le poison nécessaire au meurtre [From.PlotTarget.Get_du_TitledName].;[From.GetTitledName] hat sich geweigert, das seltene Gift zu finanzieren, das nötig ist, um [From.PlotTarget.GetTitledName] zu vergiften.;;[From.GetTitledName] ha rechazado sufragar el raro veneno, necesario para librarnos de [From.PlotTarget.GetTitledName].;[From.GetTitledName] ha rifiutato di darmi i soldi necessari per comprare il raro veleno occorrente per uccidere [From.PlotTarget.GetTitledName].;;;;;;;;x;
EVTOPTA8154;I will pay for it myself!;Je paierai moi-même !;Ich werde selbst dafür bezahlen!;;¡Lo pagaré yo mismo!;Lo pagherò io stesso!;;;;;;;;x;
EVTOPTB8154;Forget it;Oubliez ça.;Vergesst es;;Olvídalo;Lascia perdere.;;;;;;;;x;
EVTDESC8155;What a merry feast, surrounded by my friends and loved ones... I feel a thirst coming on. Page, more wine!;Quelle fête formidable, en compagnie de mes amis et de mes proches... La soif commence à me chatouiller la gorge. Serviteur, apportez-nous du vin !;Was für ein fröhliches Fest, umgeben von Freunden und Geliebten... Ich glaube, ich habe Durst. Page, mehr Wein!;;Que festín tan alegre, rodeado de mis amigos y seres queridos... Siento como me viene la sed. Paje, ¡más vino!;Che grande festa, circondato dai miei amici e dalla mia famiglia... Ma sento una certa sete. Paggio, del vino!;;;;;;;;x;
EVTOPTA8155;Aaah, that's the stuff!;Aaahh, ça fait du bien !;Aaah, das ist das Zeug!;;¡Ah, aquí está!;Aaahh, che bevuta!;;;;;;;;x;
EVTOPTB8155;Wait, this doesn't smell right!;Tiens, ce vin a une drôle de goût !;Wartet, das riecht seltsam!;;¡Espera! Esto no huele bien...;Aspetta, questo vino ha un odore strano!;;;;;;;;x;
EVTDESC8156;Poison! My body is growing numb, but as my sight fades, I die loudly cursing my killer's name!;Du poison ! J'ai le corps totalement engourdi, ma vue se brouille, et je me meurs devant tous mes invités, en maudissant le nom de mon assassin !;Gift! Mein Körper wird allmählich völlig taub, doch als mein Augenlicht schwindet, sterbe ich, den Namen meines Mörders laut verfluchend!;;¡Veneno! ¡Mi cuerpo se entumece, mientras mi vista se torna borrosa! Muero maldiciendo a gritos el nombre de mi asesino.;Veleno! Il mio corpo perde sensibilità, la vista mi si offusca, e io muoio di fronte a tutti i miei ospiti, maledicendo il nome del mio assassino!;;;;;;;;x;
EVTOPTA8156;A million deaths for [FromFrom.GetTitledFirstName]!;Que [FromFrom.Get_le_TitledFirstName] soit maudit[FromFrom.Get_E] !;Möge [FromFrom.GetTitledFirstName] unzählige Male sterben!;;¡Un millón de muertes para [FromFrom.GetTitledFirstName]!;Che [FromFrom.GetTitledFirstName] sia maledetto!;;;;;;;;x;
EVTDESC8157;Poison! My body is growing numb. Someone, please help me! [Root.Religion.GetRandomGodNameCap]...;Du poison ! Mon corps est tout engourdi. S'il vous plaît, j'ai besoin d'aide ! [Root.Religion.GetRandomGodNameCap]...;Gift! Mein Körper wird allmählich völlig taub. Helft mir bitte! [Root.Religion.GetRandomGodNameCap]...;;¡Veneno! Mi cuerpo se entumece. ¡Que alguien me ayude! [Root.Religion.GetRandomGodNameCap]...;Veleno! Il mio corpo è intorpidito. Per favore, qualcuno mi aiuti! [Root.Religion.GetRandomGodNameCap] ...;;;;;;;;x;
EVTOPTA8157;Who would hate me so?;Qui me déteste tant pour vouloir m'empoisonner ?;Wer hasst mich nur so?;;¿Quién podría odiarme tanto?;Chi mi odia così tanto?;;;;;;;;x;
EVTDESC8158;Poisoned wine? How cliché. These amateurs will be brought to justice!;Du vin empoisonné ? Quel cliché ! Ces amateurs seront traînés en justice !;Vergifteter Wein? Wie klischeehaft. Diese Amateure werden ihrer gerechten Strafe zugeführt! ;;¿Vino envenenado? Qué típico. ¡Llevaré a estos aficionados ante la justicia!;Vino avvelenato? Un classico! Questi dilettanti saranno condotti davanti alla giustizia!;;;;;;;;x;
EVTOPTA8158;[FromFrom.GetTitledFirstName] is surely guilty!;[FromFrom.Get_Le_TitledFirstName] est sûrement coupable.;[FromFrom.GetTitledFirstName] ist bestimmt schuldig!;;¡[FromFrom.GetTitledFirstName] seguramente sea culpable!;[FromFrom.GetTitledFirstName] è sicuramente colpevole!;;;;;;;;x;
EVTDESC8159;I could feel Death breathing down my neck... Who would want me dead?;J'ai senti le souffle de la mort me hérisser les poils du cou... Qui peut bien vouloir ma mort ?;Ich konnte fühlen, wie der Tod mir im Nacken saß... Wer möchte, dass ich sterbe?;;Pude sentir la Muerte resoplando en mi nuca... ¿Quién podría querer verme muerto?;Potevo sentire il fiato della morte sul collo... Chi mi vuole morto?;;;;;;;;x;
EVTOPTA8159;I fear I shall never know;Malheureusement, je ne le saurai jamais.;Ich fürchte, ich werde es nie wissen;;Me temo que nunca lo sabré;Temo che non lo saprò mai.;;;;;;;;x;
EVTDESC8160;My co-conspirator, [From.GetTitledName], has let me know that [Root.PlotTarget.GetTitledName] will die by poisoned wine at an upcoming banquet...;M[From.GetOnA] complice, [From.Get_le_TitledName], me fait savoir que [Root.PlotTarget.Get_le_TitledName] sera empoisonné avec du vin frelaté lors d'un prochain banquet...;Mein Mitverschwörer [From.GetTitledName] hat mich wissen lassen, dass [Root.PlotTarget.GetTitledName] durch vergifteten Wein beim bevorstehenden Bankett sterben wird...;;Mi cómplice, [From.GetTitledName], me ha hecho saber que [Root.PlotTarget.GetTitledName] morirá envenenado en un futuro banquete...;Il mio complice, [From.GetTitledName], mi ha informato che [Root.PlotTarget.GetTitledName] morirà bevendo del un vino avvelenato, durante il prossimo banchetto...;;;;;;;;x;
EVTOPTA8160;Classic!;Un grand classique !;Klassisch!;;¡Clásico!;Un classico!;;;;;;;;x;
EVTTOOLTIP8161;Approve the plan;Vous approuvez le plan;Stimmt dem Plan zu;;Aprobar el plan;Approva il piano;;;;;;;;x;
EVTDESC8161;[From.GetTitledName] approves of my idea to poison [From.PlotTarget.GetTitledName]. May [Root.Religion.GetRandomGodName] forgive me!;[From.Get_Le_TitledName] approuve mon idée consistant à empoisonner [From.PlotTarget.Get_le_TitledName]. Que [Root.Religion.GetRandomGodName] me pardonne !;[From.GetTitledName] stimmt meiner Idee zu, [From.PlotTarget.GetTitledName] zu vergiften. Möge [Root.Religion.GetRandomGodName] mir verzeihen!;;[From.GetTitledName] aprueba mi idea de envenenar a [From.PlotTarget.GetTitledName]. ¡Que [Root.Religion.GetRandomGodName] me perdone!;[From.GetTitledName] approva la mia idea di avvelenare [From.PlotTarget.GetTitledName]. Che [Root.Religion.GetRandomGodName] mi perdoni!;;;;;;;;x;
EVTOPTA8161;Make the preparations;Procéder aux préparatifs.;Vorbereitungen treffen;;Realizar los preparativos;Procedi nei preparativi.;;;;;;;;x;
EVTDESC8162;[From.GetTitledName] has let me know that the plot to kill [From.PlotTarget.GetTitledName] is proceeding well. [From.PlotTarget.GetSubjectPronounCap] will die by poisoned wine at a feast in one month.;[From.Get_Le_TitledName] m'a informé que le plan visant à tuer [From.PlotTarget.Get_le_TitledName] progresse sans encombre. [From.PlotTarget.GetIlElleCap] périra en buvant du vin empoisonné lors d'une fête qui se tiendra le mois prochain.;[From.GetTitledName] hat mich wissen lassen, dass die Verschwörung, [From.PlotTarget.GetTitledName] zu töten, gut voranschreitet. [From.PlotTarget.GetSubjectPronounCap] wird durch vergifteten Wein bei einem Fest in einem Monat sterben.;;[From.GetTitledName] me ha hecho saber que el complot para matar a [From.PlotTarget.GetTitledName] va viento en popa. [From.PlotTarget.GetSubjectPronounCap] morirá envenenado por vino dentro de un mes en un festín.;[From.GetTitledName] mi ha informato che il piano per uccidere [From.PlotTarget.GetTitledName] procede senza intoppi. [From.PlotTarget.GetSubjectPronounCap] perirà bevendo del vino avvelenato a una festa che si terrà il mese prossimo.;;;;;;;;x;
EVTOPTA8162;Classic!;Un grand classique !;Klassisch!;;¡Clásico!;Un classico!;;;;;;;;x;
