#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x;
maintaining_mercenary_band;Maintaining Mercenary Band;Réapprovisionnement d'une bande de mercenaires;Unterhält Söldnertrupp;;Mantenimiento de compañía mercenaria;Mantenimento della Compagnia di Mercenari;;;;;;;;x;
desc_maintaining_mercenary_band;This holding is used to refill mercenary bands;Cette propriété est utilisée pour réapprovisionner en hommes une bande de mercenaires;Dieses Besitztum wird verwendet, um Söldnertrupps aufzufüllen.;;Esta posesión es usada para rellenar compañías mercenarias;Questo possedimento è utilizzato per riapprovvigionare le compagnie di mercenari;;;;;;;;x;
ANY_MERCENARY_BAND_STARTS;Any mercenary band;N'importe quelle bande de mercenaires;Beliebiger Söldnertrupp;;Cualquier compañía mercenaria;Qualsiasi compagnia di mercenari;;;;;;;;x;
TRIGGER_BAND_CREATOR;Band creator;Créateur d'une bande de mercenaires;Truppgründer;;Creador de la compañía;Creatore della Compagnia;;;;;;;;x;
DEMESNE_GARRISON_MORE_THAN;Garrison of entire demesne is more or equal to ;La garnison du domaine est supérieure ou égale à  ;Garnison des gesamten Herrschaftsgebiets mindestens ;;La guarnición de todo el ducado es más o igual a;La guarnigione di tutto il Dominio è uguale o superiore a ;;;;;;;;x;
DEMESNE_GARRISON_LESS_THAN;Garrison of entire demesne is less than ;La garnison du domaine est inférieure à  ;Garnison des gesamten Herrschaftsgebiets weniger als ;;La guarnición de todo el ducado es menos que;La guarnigione di tutto il Dominio è inferiore a ;;;;;;;;x;
AIREASON_NOT_DUCHY;Desires a duchy;Souhaite un duché;Möchte ein Herzogtum;;Deseas un ducado;Desidera un Ducato;;;;;;;;x;
AIREASON_NO_PORT;Desires coastal counties;Souhaite des comtés côtiers;Möchte Küstenprovinzen;;Deseas provincias costeras;Desidera delle contee costiere;;;;;;;;x;
SETTLE_ADVENTURER_INTERACTION_LETTER;We offer you the landed title of [ThirdPartyTitle.GetFullName] in exchange for your protection against future raids in this area.;Nous vous offrons le titre foncier de [ThirdPartyTitle.GetFullName] en échange de votre protection contre de futurs pillages dans cette région.;Wir bieten Euch dafür, dass Ihr Uns vor zukünftigen Plünderzügen in dieser Gegend schützt, den Titel [ThirdPartyTitle.GetFullName] an.;;Le ofrecemos el título de propiedad de la tierra de [ThirdPartyTitle.GetFullName] a cambio de su protección contra futuros ataques en esta área.;Ti offriamo il Titolo fondiario di [ThirdPartyTitle.GetFullName] in cambio della tua protezione contro le future incursioni in questa zona.;;;;;;;;x;
SETTLE_ADVENTURER_INTERACTION_OFFER;[Actor.GetBestName] wants to offer us the landed title of [ThirdPartyTitle.GetFullName] in exchange for our protection.;[Actor.Get_only_Le_Title][Actor.GetBestName] souhaite nous offrir le titre foncier de [ThirdPartyTitle.GetFullName] en échange de notre protection.;[Actor.GetBestName] bietet Uns im Austausch für Unseren Schutz den Titel [ThirdPartyTitle.GetFullName] an.;;[Actor.GetBestName] quiere ofrecernos el título de propiedad de la tierra de [ThirdPartyTitle.GetFullName] a cambio de nuestra protección.;[Actor.GetBestName] vuole offrirci il Titolo fondiario di [ThirdPartyTitle.GetFullName] in cambio della nostra protezione.;;;;;;;;x;
SETTLE_ADVENTURER_INTERACTION_DECLINE_SETUP;Offer to Settle Adventurer Declined;Offre d'établissement d'un aventurier refusée;Das Angebot, sich niederzulassen, wurde abgelehnt;;Oferta de instalar al aventurero rechazada;Offerta di Insediare un Avventuriero Rifiutata;;;;;;;;x;
SETTLE_ADVENTURER_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W refused §Y[Actor.GetBestName]§W's offer to settle in [Actor.GetHerHis] lands.;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§W a refusé l'offre [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§W de s'établir sur ses terres.;§Y[Recipient.GetBestName]§W schlug das Angebot von §Y[Actor.GetBestName]§W aus und möchte sich nicht dort niederlassen.;;§Y[Recipient.GetBestName] §W rechazó la oferta de §Y[Actor.GetBestName]§W de instalarse en las tierras de [Actor.GetHerHis].;§Y[Recipient.GetBestName]§W rifiuta l'offerta di §Y[Actor.GetBestName]§W di stabilirsi nelle [Actor.GetHerHis] terre.;;;;;;;;x;
dissolve_mercenary_company;Recall to Court;Rappel à la cour;Zum Hof zurückrufen;;Llamada a la corte;Richiama alla Corte;;;;;;;;x;
dissolve_mercenary_company_desc;Order [Root.GetFirstName] to disband [Root.GetHerHis] mercenary band and return home.;Ordonner à [Root.GetFirstName] de dissoudre sa bande de mercenaires et de rentrer.;Befehlt [Root.GetFirstName], die Söldnerschar aufzulösen und nach Hause zurückzukehren.;;Manda a [Root.GetFirstName] disolver [Root.GetHerHis] compañía mercenaria y que vuelva a casa.;Ordina a [Root.GetFirstName] di sciogliere la [Root.GetHerHis] compagnia di mercenari e di fare ritorno a casa.;;;;;;;;x;
is_mercenary_leader_YEAR;Has been leading the company for five years\n;Est le chef de la compagnie depuis cinq années\n;Hat den Trupp fünf Jahre befehligt\n;;Ha liderado la compañía durante cinco años\n;Ha guidato la compagnia per cinque anni\n;;;;;;;;x;
HAS_NOT_RAISED_STANDING_TROOPS;Has not raised standing troops;N'a pas levé de troupes permanentes;Hat kein stehendes Heer aufgestellt;;No ha reclutado tropas permanentes;NON ha reclutato truppe permanenti;;;;;;;;x;
HAS_RAISED_STANDING_TROOPS;Has raised standing troops;A levé des troupes permanentes;Hat ein stehendes Heer aufgestellt;;Ha reclutado tropas permanentes;Ha reclutato truppe permanenti;;;;;;;;x;
EVTDESC288;I accept your offer of settling down.;J'accepte votre offre d'établissement.;Ich nehme Euer Angebot, sesshaft zu werden, an.;;Acepto tu ofrecimiento de establecerme.;Accetto la tua offerta di insediamento.;;;;;;;;x;
EVTDESC289;I refuse to accept your offer of settling down.;Je refuse votre offre d'établissement.;Ich weigere mich, Euer Angebot anzunehmen und sesshaft zu werden.;;Rechazo tu ofrecimiento de establecerme.;Rifiuto la tua offerta di insediamento.;;;;;;;;x;
INTERACTION_REQUIRES_NO_ACTOR_MERCENARY_TITLE;§Y[Actor.GetTitledFirstName]§! must not be a Mercenary;[Actor.Get_Le_TitledFirstNameJ] ne doit pas être un mercenaire;§Y[Actor.GetTitledFirstName]§! darf kein Söldner sein;;§Y[Actor.GetTitledFirstName]§! no debe ser mercenario;§Y[Actor.GetTitledFirstName]§! non deve essere un Mercenario;;;;;;;;x;
INTERACTION_REQUIRES_NO_RECIPIENT_MERCENARY_TITLE;§Y[Recipient.GetTitledFirstName]§! must not be a Mercenary;[Recipient.Get_Le_TitledFirstNameJ] ne doit pas être un mercenaire;§Y[Recipient.GetTitledFirstName]§! darf kein Söldner sein;;§Y[Recipient.GetTitledFirstName]§! no debe ser mercenario;§Y[Recipient.GetTitledFirstName]§! non deve essere un Mercenario;;;;;;;;x;
started_mercenary_company;Started Mercenary Company;A créé une compagnie de mercenaires;Gründete Söldnertrupp;;Comenzó su compañía mercenaria.;Crea una Compagnia Mercenaria;;;;;;;;x;
IS_ADVENTURER;Is adventurer;Est un aventurier;Ist Abenteurer;;Es aventurero;È un Avventuriero;;;;;;;;x;
IS_NOT_ADVENTURER;Is not adventurer;N'est pas un aventurier;Ist KEIN Abenteurer;;No es aventurero;Non è un Avventuriero;;;;;;;;x,;
TRIGGER_MOST_PART_CRUSADER;Most Contributing Crusader;Croisé le plus contributif;Kreuzritter mit dem größten Beitrag;;El cruzado que más contribuye.;Il Crociato che ha maggiormente contribuito;;;;;;;;x;
INTERACTION_REQUIRES_RECIPIENT_FEUDAL;§Y[Recipient.GetTitledFirstName]§! is feudal.;[Recipient.Get_Le_TitledFirstNameJ] a un gouvernement féodal;§Y[Recipient.GetTitledFirstName]§! ist feudal;;§Y[Recipient.GetTitledFirstName]§! es feudal.;§Y[Recipient.GetTitledFirstName]§! è feudale.;;;;;;;;x;
CHRONICLE_DIVORCED;[New.GetTitledFirstName] announced the formal annulment of [From.GetTitledFirstName]s marriage with [Root.GetTitledName].;[New.Get_Le_TitledFirstName] a formellement annoncé l'annulation de son mariage avec [Root.Get_le_TitledName].;[New.GetTitledFirstName] gab bekannt, dass die Ehe von [From.GetTitledFirstName] und [Root.GetTitledName] annulliert ist.;;[New.GetTitledFirstName] anunció la anulación formal del matrimonio de [From.GetTitledFirstName] con [Root.GetTitledName] .;[New.GetTitledFirstName] annuncia l'annullamento ufficiale del matrimonio di [From.GetTitledFirstName] con [Root.GetTitledName].;;;;;;;;x;
CHRONICLE_DIVORCED_NO_HEAD;[From.GetTitledFirstName] divorced [Root.GetTitledName].;[From.Get_Le_TitledFirstName] a divorcé [Root.Get_du_TitledName].;[From.GetTitledFirstName] ließ sich von [Root.GetTitledName] scheiden.;;[From.GetTitledFirstName] se divorcia de [Root.GetTitledName] .;[From.GetTitledFirstName] ha divorziato da [Root.GetTitledName].;;;;;;;;x;
LAW_ALLOWED;Can enact §Y$LAW$§! law;Peut promulguer la loi §Y$LAW$§!;Kann das Gesetz §Y$LAW$§! erlassen;;Puede decretar ley de §Y$LAW$§!;È possibile promulgare la legge §Y$LAW$§!;;;;;;;;x;
LAW_NOT_ALLOWED;Can NOT enact §Y$LAW$§! law;Ne peut pas promulguer la loi §Y$LAW$§!;Kann das Gesetz §Y$LAW$§! NICHT erlassen;;No puede decretar ley de §Y$LAW$§!;NON è possibile promulgare la legge §Y$LAW$§!;;;;;;;;x;
LAW_POTENTIAL;Eligible to enact §Y$LAW$§! law;Est en droit de promulguer la loi §Y$LAW$§!;Berechtigt, das Gesetz §Y$LAW$§! zu erlassen;;Capaz de decretar ley de §Y$LAW$§!;Ha il diritto di promulgare la legge §Y$LAW$§!;;;;;;;;x;
LAW_NOT_POTENTIAL;NOT eligible to enact §Y$LAW$§! law;N'est pas en droit de promulguer la loi §Y$LAW$§!;NICHT berechtigt, das Gesetz §Y$LAW$§! zu erlassen;;Incapaz de decretar ley de §Y$LAW$§!;NON ha il diritto di promulgare la legge §Y$LAW$§!;;;;;;;;x;
GOVERNMENT_ALLOWED;Can enact §Y$GOVERNMENT$§! government;Peut promulguer le gouvernement §Y$GOVERNMENT$§!;Kann die Regierungsform §Y$GOVERNMENT$§! einführen;;Puede promulgar un gobierno §Y$GOVERNMENT$§!;Può promulgare il governo §Y$GOVERNMENT$§!;;;;;;;;x;
GOVERNMENT_NOT_ALLOWED;Can NOT enact §Y$GOVERNMENT$§! government;Ne peut pas promulguer le gouvernement §Y$GOVERNMENT$§!;Kann die Regierungsform §Y$GOVERNMENT$§! NICHT einführen;;No puede promulgar un gobierno §Y$GOVERNMENT$§!;NON può promulgare il governo §Y$GOVERNMENT$§!;;;;;;;;x;
GOVERNMENT_POTENTIAL;Eligible to enact §Y$GOVERNMENT$§! government;Est en droit de promulguer le gouvernement §Y$GOVERNMENT$§!;Berechtigt, die Regierungsform §Y$GOVERNMENT$§! einzuführen;;Capaz de promulgar un gobierno §Y$GOVERNMENT$§!;Ha il diritto di promulgare il governo §Y$GOVERNMENT$§!;;;;;;;;x;
GOVERNMENT_NOT_POTENTIAL;NOT eligible to enact §Y$GOVERNMENT$§! government;N'est pas en droit de promulguer le gouvernement §Y$GOVERNMENT$§!;NICHT berechtigt, die Regierungsform §Y$GOVERNMENT$§! einzuführen;;Incapaz de promulgar un gobierno §Y$GOVERNMENT$§!;NON ha il diritto di promulgare il governo §Y$GOVERNMENT$§!;;;;;;;;x;
DECISION_ALLOWED;Can take §Y$DECISION$§! decision;Peut prendre la décision de §Y$DECISION$§!;Kann den Beschluss §Y$DECISION$§! durchsetzen;;Puede tomar decisión §Y$DECISION$§!;Può prendere la decisione di §Y$DECISION$§!;;;;;;;;x;
DECISION_NOT_ALLOWED;Can NOT take §Y$DECISION$§! decision;Ne peut pas prendre la décision de §Y$DECISION$§!;Kann NICHT den Beschluss §Y$DECISION$§! durchsetzen;;No puede tomar decisión §Y$DECISION$§!;NON può prendere la decisione di §Y$DECISION$§!;;;;;;;;x;
DECISION_POTENTIAL;Eligible to take §Y$DECISION$§! decision;Est en droit de prendre la décision de §Y$DECISION$§!;Berechtigt, den Beschluss §Y$DECISION$§! durchzusetzen;;Capaz de tomar decisión §Y$DECISION$§!;Ha il diritto di prendere la decisione di §Y$DECISION$§!;;;;;;;;x;
DECISION_NOT_POTENTIAL;NOT eligible to take §Y$DECISION$§! decision;N'est pas en droit de prendre la décision de §Y$DECISION$§!;NICHT berechtigt, den Beschluss §Y$DECISION$§! durchzusetzen;;Incapaz de tomar decisión §Y$DECISION$§!;NON ha il diritto di prendere la decisione di §Y$DECISION$§!;;;;;;;;x;
TARGETTED_DECISION_ALLOWED;Can take §Y$DECISION$§! decision against §Y$CHARACTER$§!;Peut prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;Kann den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchsetzen;;Puede tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;Può prendere la decisione di §Y$DECISION$§! contro §Y$CHARACTER$§!;;;;;;;;x;
TARGETTED_DECISION_NOT_ALLOWED;Can NOT take §Y$DECISION$§! decision against §Y$CHARACTER$§!;Ne peut pas prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;Kann NICHT den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchsetzen;;No puede tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;NON può prendere la decisione di §Y$DECISION$§! contro §Y$CHARACTER$§!;;;;;;;;x;
TARGETTED_DECISION_POTENTIAL;Eligible to take §Y$DECISION$§! decision against §Y$CHARACTER$§!;Est en droit de prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;Berechtigt, den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchzusetzen;;Capaz de tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;Ha il diritto di prendere la decisione di §Y$DECISION$§! contro §Y$CHARACTER$§!;;;;;;;;x;
TARGETTED_DECISION_NOT_POTENTIAL;NOT eligible to take §Y$DECISION$§! decision against §Y$CHARACTER$§!;N'est pas en droit de prendre la décision de §Y$DECISION$§! contre §Y$CHARACTER$§!;NICHT berechtigt, den Beschluss §Y$DECISION$§! gegen §Y$CHARACTER$§! durchzusetzen;;Incapaz de tomar decisión §Y$DECISION$§! contra §Y$CHARACTER$§!;NON ha il diritto di prendere la decisione di §Y$DECISION$§! contro §Y$CHARACTER$§!;;;;;;;;x;
TITLE_DECISION_ALLOWED;Can take §Y$DECISION$§! decision for §Y$TITLE$§!;Peut prendre la décision de §Y$DECISION$§! pour §Y$TITLE$§!;Kann den Beschluss §Y$DECISION$§! für §Y$TITLE$§! durchsetzen;;Puede tomar decisión §Y$DECISION$§! sobre §Y$TITLE$§!;Può prendere la decisione di §Y$DECISION$§! per §Y$TITLE$§!;;;;;;;;x;
TITLE_DECISION_NOT_ALLOWED;Can NOT take §Y$DECISION$§! decision for §Y$TITLE$§!;Ne peut pas prendre la décision de §Y$DECISION$§! pour §Y$TITLE$§!;Kann NICHT den Beschluss §Y$DECISION$§! für §Y$TITLE$§! durchsetzen;;No puede tomar decisión §Y$DECISION$§! sobre §Y$TITLE$§!;NON può prendere la decisione di §Y$DECISION$§! per §Y$TITLE$§!;;;;;;;;x;
TITLE_DECISION_POTENTIAL;Eligible to take §Y$DECISION$§! decision for §Y$TITLE$§!;Est en droit de prendre la décision de §Y$DECISION$§! pour §Y$TITLE$§!;Berechtigt, den Beschluss §Y$DECISION$§! für §Y$TITLE$§! durchzusetzen;;Capaz tomar decisión §Y$DECISION$§! sobre §Y$TITLE$§!;Ha il diritto di prendere la decisione di §Y$DECISION$§! per §Y$TITLE$§!;;;;;;;;x;
TITLE_DECISION_NOT_POTENTIAL;NOT eligible to take §Y$DECISION$§! decision for §Y$TITLE$§!;N'est pas en droit de prendre la décision de §Y$DECISION$§! pour §Y$TITLE$§!;NICHT berechtigt, den Beschluss §Y$DECISION$§! für §Y$TITLE$§! durchzusetzen;;Incapaz de tomar decisión §Y$DECISION$§! sobre §Y$TITLE$§!;NON ha il diritto di prendere la decisione di §Y$DECISION$§! per §Y$TITLE$§!;;;;;;;;x;
SETTLEMENT_DECISION_ALLOWED;Can take §Y$DECISION$§! decision in §Y$SETTLEMENT$§!;Peut prendre la décision de §Y$DECISION$§! à §Y$SETTLEMENT$§!;Kann den Beschluss §Y$DECISION$§! in §Y$SETTLEMENT$§! durchsetzen;;Puede tomar §Y$DECISION$§! decisión en §Y$SETTLEMENT$§!;Può prendere la decisione di §Y$DECISION$§! a §Y$SETTLEMENT$§!;;;;;;;;x;
SETTLEMENT_DECISION_NOT_ALLOWED;Can NOT take §Y$DECISION$§! decision in §Y$SETTLEMENT$§!;Ne peut pas prendre la décision de §Y$DECISION$§! à §Y$SETTLEMENT$§!;Kann NICHT den Beschluss §Y$DECISION$§! in §Y$SETTLEMENT$§! durchsetzen;;No puede tomar §Y$DECISION$§! decisión en §Y$SETTLEMENT$§!;NON può prendere la decisione di §Y$DECISION$§! a §Y$SETTLEMENT$§!;;;;;;;;x;
SETTLEMENT_DECISION_POTENTIAL;Eligible to take §Y$DECISION$§! decision in §Y$SETTLEMENT$§!;Est en droit de prendre la décision de §Y$DECISION$§! à §Y$SETTLEMENT$§!;Berechtigt, den Beschluss §Y$DECISION$§! in §Y$SETTLEMENT$§! durchzusetzen;;Capaz tomar §Y$DECISION$§! decisión en §Y$SETTLEMENT$§!;Ha il diritto di prendere la decisione di §Y$DECISION$§! a §Y$SETTLEMENT$§!;;;;;;;;x;
SETTLEMENT_DECISION_NOT_POTENTIAL;NOT eligible to take §Y$DECISION$§! decision in §Y$SETTLEMENT$§!;N'est pas en droit de prendre la décision de §Y$DECISION$§! à §Y$SETTLEMENT$§!;NICHT berechtigt, den Beschluss §Y$DECISION$§! in §Y$SETTLEMENT$§! durchzusetzen;;Incapaz de tomar §Y$DECISION$§! decisión en §Y$SETTLEMENT$§!;NON ha il diritto di prendere la decisione di §Y$DECISION$§! a §Y$SETTLEMENT$§!;;;;;;;;x;
PROV1293;Gulf of Kutch;Golfe de Kutch;Golf von Kutch;;Golfo de Kutch;Golfo di Kutch;;;;;;;;x;
PROV1382;Gulf of Suez;Golfe de Suez;Golf von Suez;;Golfo de Suez;Golfo di Suez;;;;;;;;x;
PROV1383;Northern Red Sea;Nord de la mer Rouge;Nördliches Rotes Meer;;Norte del Mar Rojo;Mar Rosso Settentrionale;;;;;;;;x;
PROV1384;Central Red Sea;Centre de la mer Rouge;Zentrales Rotes Meer;;Mar Rojo Central;Mar Rosso Centrale;;;;;;;;x;
PROV1385;Southern Red Sea;Sud de la mer Rouge;Südliches Rotes Meer;;Sur del Mar Rojo;Mar Rosso Meridionale;;;;;;;;x;
PROV1386;Strait of Mandeb;Détroit de Bab el-Mandeb;Straße von Mandeb;;Estrecho de Bab el Mandeb ;Stretto di Mandeb;;;;;;;;x;
PROV1387;Gulf of Aden;Golfe d'Aden;Golf von Aden;;Golfo de Adén;Golfo di Aden;;;;;;;;x;
PROV1388;Horn of Africa;Corne de l'Afrique;Horn von Afrika;;Cuerno de África;Corno d'Africa;;;;;;;;x;
PROV1389;Coast of Dhofar;Côte de Dhofar;Küste von Dhofar;;Costa de Dhofar.;Costa di Dhofar;;;;;;;;x;
PROV1390;Southern Coast of Oman;Côte sud d'Oman;Südküste des Oman;;Costa sur de Omán;Costa di Oman Settentrionale;;;;;;;;x;
PROV1391;Coast of Muscat;Côte de Mascate;Küste von Maskat;;Costa de Mascate;Costa di Muscat;;;;;;;;x;
PROV1392;Gulf of Oman;Golfe d'Oman;Golf von Oman;;Golfo de Omán;Golfo di Oman;;;;;;;;x;
PROV1393;Strait of Hormuz;Détroit d'Ormuz;Straße von Hormus;;Estrecho de Ormuz;Stretto di Hormuz;;;;;;;;x;
PROV1394;Eastern Persian Gulf;Golfe persique de l'est;Östlicher Persischer Golf;;Golfo Pérsico oriental;Golfo Persiano Orientale;;;;;;;;x;
PROV1395;Western Persian Gulf;Golfe persique de l'ouest;Westlicher Persischer Golf;;Golfo Pérsico occidental;Golfo Persiano Occidentale;;;;;;;;x;
PROV1396;Coast of Makran;Côte de Makran;Küste von Makran;;Costa de Makrán.;Costa di Makran;;;;;;;;x;
PROV1397;Indus Delta;Delta de l'Indus;Indusdelta;;Delta del Indus.;Delta dell'Indo;;;;;;;;x;
PROV1398;Coast of Gujarat;Côte de Gujarat;Küste von Gujarat;;Costa de Gujarat;Costa di Gujarat;;;;;;;;x;
PROV1399;Coast of Konkan;Côte de Konkan;Küste von Konkan;;Costa de Konkan;Costa di Konkan;;;;;;;;x;
PROV1400;Coast of Malabar;Côte de Malabar;Küste von Malabar;;Costa de Malabar;Costa di Malabar;;;;;;;;x;
PROV1401;Karnataka Coast;Côte du Karnataka;Karnatakaküste;;Costa de Karnataka;Costa Karnataka;;;;;;;;x;
PROV1402;Gulf of Mannar;Golfe de Mannar;Golf von Mannar;;Golfo de Mannar;Golfo di Mannar;;;;;;;;x;
PROV1403;South Lanka Coast;Côte sud de Lanka;Sri-Lanka-Südküste;;Costa meridional de Sri Lanka;Costa Meridionale dello Sri Lanka;;;;;;;;x;
PROV1404;Palk Strait;Détroit de Palk;Palkstraße;;Estrecho de Palk;Stretto di Palk;;;;;;;;x;
PROV1405;North Lanka Coast;Côte nord de Lanka;Sri-Lanka-Nordküste;;Costa norte de Sri Lanka;Costa Settentrionale dello Sri Lanka;;;;;;;;x;
PROV1406;South Coromandel Coast;Côte sud de Coromandel;Coromandel-Südküste;;Costa sur de Coromandel;Costa Meridionale del Coromandel;;;;;;;;x;
PROV1407;North Coromandel Coast;Côte nord de Coromandel;Coromandel-Nordküste;;Costa norte de Coromandel;Costa Settentrionale del Coromandel;;;;;;;;x;
PROV1409;Coast of Orissa;Côte d'Orissa;Orissaküste;;Costa de Orissa;Costa di Orissa;;;;;;;;x;
PROV1410;Coast of Kataka;Côte de Kataka;Katakaküste;;Costa de Kataka;Costa di Kataka;;;;;;;;x;
PROV1411;Ganges Delta;Delta du Gange;Gangesdelta;;Delta del Ganges;Delta del Gange;;;;;;;;x;
PROV1412;Arabian Sea;Mer d'Arabie;Arabisches Meer;;Mar Arábigo;Mare Arabo;;;;;;;;x;
EVTDESC_HL_101;[From.GetBestName] has gathered a band of warriors with the intention to raid foreign lands to create a fortune of [From.GetPossPronoun] own.;[From.Get_only_Le_Title][From.GetBestName] a rassemblé une bande de guerriers dans l'intention de piller des terres étrangères pour se créer sa propre fortune.;[From.GetBestName] hat einen Kriegertrupp um sich versammelt, um fremde Länder zu überfallen und so zu Reichtum zu gelangen.;;[From.GetBestName] ha reunido un grupo de guerreros con la intención de asaltar la tierra extranjera y conseguir [From.GetPossPronoun] propia fortuna.;[From.GetBestName] ha radunato un gruppo di guerrieri con l'intenzione di saccheggiare terre straniere e crearsi la propria fortuna.;;;;;;;;x;
EVTDESC_HL_112;The [GetRootFromInsult] [From.GetBestName] has declared [From.GetHerHis] intentions of trying to seize land from your realm by force with [From.GetHerHis] band of thieves and robbers.;[From.Get_only_Le_Title][From.GetBestName], c[From.GetEEtte] [GetRootFromInsultNounAdj], a déclaré vouloir s'emparer des terres de votre pays par la force avec sa bande de voleurs et de brigands.;[From.GetBestName] und [From.GetHerHis]e Bande aus Dieben und Halsabschneidern haben die Absicht verkündet, Euch gewaltsam einen Teil Eures Landes abnehmen zu wollen!;;[GetRootFromInsult] [From.GetBestName] ha declarado [From.GetHerHis] intenciones de tratar de apoderarse de tierras de tu reino por la fuerza con [From.GetHerHis] banda de ladrones y bandidos.;Il [GetRootFromInsult] [From.GetBestName] ha dichiarato le [From.GetHerHis] intenzioni di tentare impossessarsi di una parte del tuo regno con la forza grazie alla [From.GetHerHis] banda di ladri e rapinatori.;;;;;;;;x;
EVTOPTA_HL_112;We must stop [From.GetHerHim].;Nous devons l'arrêter.;Das werden wir nicht zulassen!;;Debemos detener[From.GetHerHim].;Dobbiamo fermare [From.GetHerHim].;;;;;;;;x;
EVTDESC_HL_121;Dear [GetFromReverseRelation],\n[From.Religion.GetRandomGodNameCap] has smiled upon me the during my recent adventures. I now have so much wealth that I'm having trouble spending it all. However I would like to have a realm of my own fitting for a warrior of my rank, therefore I propose a small exchange.\n\nSigned,\nyour [GetFromRelation] [From.GetFirstName];M[Root.GetOnA] ch[Root.GetErEre] [GetFromReverseRelation],\n[From.Religion.GetRandomGodNameCap] m'a souri durant mes récentes aventures. J'ai maintenant tellement de richesses que je n'arrive pas à tout dépenser. Ceci dit, j'aimerais posséder un territoire bien à moi et digne d'un[From.Get_E] guerri[From.GetErEre] de ma stature, je vous propose donc un petit échange.\n\nSigné,\nvotre [GetFromRelation] [From.GetFirstName];[GetFromReverseRelation],\n[From.Religion.GetRandomGodNameCap] war mir wohlgesonnen und ich konnte während meines Abenteuers so viele Reichtümer anhäufen, dass ich kaum weiß, wofür ich all das Gold ausgeben soll. Deshalb möchte ich Euch einen Handel vorschlagen, denn ich wünsche mir ein Reich, wie es einem Krieger meines Ranges gebührt.\n\nGezeichnet,\nEuer [GetFromRelation] [From.GetFirstName];;Querido /a [GetFromReverseRelation], \n[From.Religion.GetRandomGodNameCap] me ha sonreído durante mis recientes aventuras. Ahora tengo tanta riqueza que cuesta gastarlo todo. Sin embargo, me gustaría tener un reino propio adecuado para un guerrero de mi rango, por lo tanto, propongo un pequeño intercambio.\n\nFirmado, tu [GetFromRelation] [From.GetFirstName] ;Caro [GetFromReverseRelation],\n[From.Religion.GetRandomGodNameCap] mi ha sorriso durante le mie recenti avventure. Ora ho tanta ricchezza da non sapere come fare a spenderla tutta. Tuttavia mi piacerebbe avere un regno mio, adatto ad un guerriero del mio rango, quindi propongo un piccolo scambio.\n\nFirmato,\nIl tuo [GetFromRelation] [From.GetFirstName];;;;;;;;x;
world_europe_west_brittania;Britannia;Bretagne;Britannien;;Britania;Bretagna;;;;;;;;x;
world_europe_west_germania;Germania;Germanie;Germanien;;Germania;Germania;;;;;;;;x;
world_europe_west_francia;Francia;France;Franzien;;Francia;Francia;;;;;;;;x;
world_europe_west_iberia;Iberia;Ibérie;Iberische Halbinsel;;Iberia;Iberia;;;;;;;;x;
world_europe_west;Western Europe;Europe occidentale;Westeuropa;;Europa occidental;Europa Occidentale;;;;;;;;x;
world_europe_north;Northern Europe;Europe du Nord;Nordeuropa;;Europa del Norte;Europa Settentrionale;;;;;;;;x;
world_europe_south_east;South-East Europe;Europe du Sud-Est;Südosteuropa;;Sudeste de Europa. ;Europa del Sud-Est;;;;;;;;x;
world_europe_south_italy;Italia;Italie;Italien;;Italia;Italia;;;;;;;;x;
world_europe_south;Southern Europe;Europe du Sud;Südeuropa;;Sur de Europa;Europa Meridionale;;;;;;;;x;
world_europe_east;Eastern Europe;Europe orientale;Osteuropa;;Europa oriental;Europa Orientale;;;;;;;;x;
world_asia_minor;Asia Minor;Asie Mineure;Kleinasien;;Asia Menor;Asia Minore;;;;;;;;x;
world_middle_east_jerusalem;Jerusalem;Jérusalem;Jerusalem;;Jerusalén;Gerusalemme;;;;;;;;x;
world_middle_east_arabia;Arabian Peninsula;Péninsule arabique;Arabische Halbinsel;;Península Arábiga;Penisola Araba;;;;;;;;x;
world_india_deccan;Deccan;Deccan;Dekkan;;Decán;Deccan;;;;;;;;x;
world_india_bengal;Bengal;Bengale;Bengalen;;Bengala;Bengala;;;;;;;;x;
world_india_rajastan;Rajastan;Rajasthan;Rajastan;;Rajastán;Rajastan;;;;;;;;x;
world_persia;Persia;Perse;Persien;;Persia;Persia;;;;;;;;x;
world_africa_north;North Africa;Afrique du Nord;Nordafrika;;África del Norte;Nord Africa;;;;;;;;x;
world_africa_west;West Africa;Afrique de l'Ouest;Westafrika;;África occidental;Africa Occidentale;;;;;;;;x;
