#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
LEDGER_SORT_DELAYED;§GClick to sort using this column§W;§GCliquez pour trier cette colonne§W;§GZum Sortieren nach dieser Spalte hier klicken§W;;§GClic para ordenar usando esta columna§W;§GClicca per ordinare secondo questa colonna§W;;;;;;;;x
title_seneschal_desc;Originally responsible for the organization of feasts and domestic entertainment. Although left mainly in the hands of deputies, the key role at such major occasions makes the post prestigious.;Initialement responsable d'organiser les fêtes et de veiller au divertissement. Bien que laissé principalement entre les mains d'adjoints, ce rôle clé lors des grandes occasions rend son poste prestigieux.;Ursprünglich verantwortlich für die Organisation von Festlichkeiten und häuslicher Unterhaltung. Auch wenn dieser Posten zumeist den Stellvertretern überlassen wird, so macht ihn die Schlüsselrolle bei solchen Großanlässen doch sehr prestigeträchtig.;;En origen responsable de la organización de banquetes y animación doméstica. Aunque ahora depende prácticamente de los subalternos, el papel clave que desempeña en las ocasiones importantes otorga prestigio al cargo.;Inizialmente responsabile per l'organizzazione dei banchetti e delle feste domestiche. Sebbene sia ormai di fatto lasciato ai sottoposti, un tale compito chiave in così grandi occasioni conferisce un certo prestigio a chi ne è incaricato.;;;;;;;;x
LOADING_TIP_3;Right-click on a holding in your realm to access a quick menu for it.;Faites un clic droit de la souris sur une propriété de votre royaume pour accéder au menu rapide.;Rechtsklickt auf ein Besitztum in Eurem Reich, um ein Schnellmenü dazu aufzurufen.;;Haz clic con el botón derecho en una propiedad de tu reino para acceder a su menú rápido.;Clic Destro su un Possedimento del tuo regno per accedere al suo menù rapido.;;;;;;;;x
RAISE_NO_TROOPS_ALIVE;There are no troops left to raise.;Il n'y a plus de troupes à mobiliser.;Es sind keine Truppen übrig, die man aufstellen könnte.;;No quedan tropas para levantar.;Non ci sono truppe reclutabili.;;;;;;;;x
RAISE_NO_SHIPS_ALIVE;There are no ships left to raise.;Il n'y a plus de navires à mobiliser.;Es sind keine Schiffe übrig, die man zur Flotte machen könnte.;;No quedan barcos para levantar.;Non ci sono navi reclutabili.;;;;;;;;x
overthrow_ruler_no_calls_desc;§Y$CLAIMANT$§! has risen in revolt after a failed arrest attempt by §Y$TARGET$§!.;§Y$CLAIMANT$§! se révolte d'autant plus depuis la tentative d'arrestation ratée de §Y$TARGET$§!.;§Y$CLAIMANT$§! hat sich zum Aufstand erhoben - nach einem fehlgeschlagenen Festnahmeversuch durch §Y$TARGET$§!.;;§Y$CLAIMANT$§! se ha levantado en rebelión tras un intento fallido de arresto de §Y$TARGET$§!.;§Y$CLAIMANT$§! si è rivoltato dopo il fallito tentativo di arresto di §Y$TARGET$§!.;;;;;;;;x
CB_NAME_OVERTHROWRULER_NC;Overthrow Ruler;Renverser le seigneur;Stürzt den Herrscher;;Derrocar al soberano;Spodesta il Sovrano;;;;;;;;x
WAR_NAME_OVERTHROWRULER_NC;$ORDER$Revolt against the rule of $DEFENDER$;$ORDER$Révolte contre le règne de $DEFENDER$;$ORDER$ Revolte gegen die Herrschaft von $DEFENDER$;;$ORDER$ Revuelta contra el Gobierno de $DEFENDER$;$ORDER$ si rivolta contro il governo di $DEFENDER$;;;;;;;;x
holding_summer_fair;Holding a Summer Fair;Organiser une foire estivale;Ein Sommerfest geben;;Celebrando un Festival de Verano;Organizzazione di una Fiera Estiva;;;;;;;;x
teenage_infatuation;Teenage Infatuation;Engouement d'adolescence;Teenagerliebe;;Capricho Adolescente;Infatuazione adolescenziale;;;;;;;;x
lovers_retreat;Lovers Retreat;Le repli des amoureux;Rückzugsort für Verliebte;;Refugio de los Amantes;Il rifugio degli amanti;;;;;;;;x
lovers_entertainment;Entertainment from my lover;Divertissement pour mon amoureux;Unterhaltung von meinem/r Geliebten;;Entretenimiento con mi amante;Svago con il mio amante;;;;;;;;x
childhood_sweetheart;Childhood Sweetheart;Amour d'enfance;Erste Jugendliebe;;Amor de juventud;Amore giovanile;;;;;;;;x
love_scorned;Love Scorned;Amour méprisé;Verschmähte Liebe;;Amor despreciado;Amore rifiutato;;;;;;;;x
EVTDESC64010;[Root.GetSheHeCapOpp] is so funny and, above all, so beautiful! I think I am falling for [Root.GetHerHimOpp]...;[Root.GetIlElleCapOpp] est si drôle, et surtout, de toute beauté ! Je crois que l'amour frappe à ma porte...;[Root.GetSheHeCapOpp] ist so witzig und - obendrein - so wunderschön! Ich denke, ich verliebe mich in [Root.GetHerHimOpp] ...;;¡[Root.GetSheHeCapOpp] es muy agradable y, sobre todo, tan radiante! Creo que me estoy enamorando de [Root.GetHerHimOpp]...;[Root.GetSheHeCapOpp] è così gradevole e, sopratutto, di così bell'aspetto. Penso che sto innamorandomi di [Root.GetHerHimOpp]...;;;;;;;;x
EVTOPTA64010;I'll try and talk to [Root.GetHerHimOpp]...;J'essaierai de lui parler...;Ich werde einen Versuch wagen und mit [Root.GetihmihrOpp] sprechen ...;;Trataré de hablar con [Root.GetSheHeOpp]...;Cercherò di parlare con [Root.GetHerHimOpp]...;;;;;;;;x
EVTTOOLTIPA64011;[Root.GetFirstName] and [This.GetFirstName] has a wonderful time together;[Root.GetFirstName] et [This.GetFirstName] passent un moment très agréable;[Root.GetFirstName] und [This.GetFirstName] haben eine wundervolle Zeit zusammen;;[Root.GetFirstName] y [This.GetFirstName] lo pasan muy bien juntos;[Root.GetFirstName] e [This.GetFirstName] hanno trascorso dei gradevoli momenti insieme;;;;;;;;x
EVTTOOLTIPB64011;[This.GetFirstName] scorns [Root.GetFirstName];[This.GetFirstName] méprise [Root.GetFirstName];[This.GetFirstName] verachtet [Root.GetFirstName];;[This.GetFirstName] desprecia a [Root.GetFirstName];[This.GetFirstName] prova disprezzo per [Root.GetFirstName];;;;;;;;x
EVTOPTB64010;[Root.GetSheHeCapOpp]'s not that pretty anyway...;[Root.GetIlElleCapOpp] n'est pas si extraordinaire de toute façon...;[Root.GetSheHeCapOpp] ist ohnehin nicht so hübsch ...;;De todas formas, [Root.GetSheHeOpp] no es tan atrayente...;[Root.GetSheHeCapOpp] non è così attraente...;;;;;;;;x
EVTDESC64011;No matter what I was doing or where I was, [From.GetTitledFirstName] always seemed to find me but seemed tongue-tied and shy. I was alone in the library, reading, when [From.GetSheHe] finally got the courage to talk to me...;Peu importe ce que je faisais et où j'étais, [From.Get_le_TitledFirstName] me retrouvait toujours, mais semblait taciturne et timide. J'étais en train de lire dans la bibliothèque lorsqu'[From.GetIlElle] a finalement eu le courage de s'adresser à moi...;Egal was ich tat oder wo ich war, [From.GetTitledFirstName] schien mich immer zu finden, brachte aber stets keinen Ton heraus und schien schüchtern zu sein. Ich befand mich alleine in der Bücherei und war am Lesen, als [From.GetSheHe] endlich den Mut aufbrachte und mich ansprach ...;;Sin importar qué hiciera o dónde estuviera, [From.GetTitledFirstName] siempre me encontraba pero parecía timido y recatado. Cuando solo quedaba yo en la biblioteca, [From.GetSheHe] tuvo por fin el coraje de hablarme...;Non importa cosa io stessi facendo o dove io fossi, [From.GetTitledFirstName] sembrava sempre trovarmi ma sembrava taciturna e intimidita. Ero rimasto da solo nella libreria, a leggere, quando [From.GetSheHe] ha trovato finalmente il coraggio di parlarmi...;;;;;;;;x
EVTOPTA64011;You are so sweet! I like you too...;Vous êtes si agréable ! Je vous aime bien moi aussi...;Ihr seid so süß! Ich mag Euch auch ...;;¡Sois tan dulce! Vos también me gustáis...;Siete così dolce! Anche tu mi piaci...;;;;;;;;x
EVTTOOLTIP64012;[Root.GetFirstName] and [This.GetFirstName] becomes infatuated with each other;[Root.GetFirstName] et [This.GetFirstName] sont épris l'un de l'autre;[Root.GetFirstName] und [This.GetFirstName] verlieben sich ineinander;;[Root.GetFirstName] y [This.GetFirstName] se enamoran;[Root.GetFirstName] e [This.GetFirstName] si sono innamorati;;;;;;;;x
EVTOPTB64011;Go away! I don't like you...;Fichez le camp ! Je ne vous aime pas...;Geht weg! Ich mag Euch nicht ...;;¡Marchaos! No sois de mi agrado…;Vai via! Non mi piaci....;;;;;;;;x
EVTTOOLTIP64013;[Root.GetFirstName] scares [This.GetFirstName] away with [Root.GetHerHis] scornful reply;[Root.GetFirstName] effraie [This.GetFirstName] par une réponse méprisante.;[Root.GetFirstName] hat [This.GetFirstName] mit [Root.GetHerHis]er verächtlichen Antwort verschreckt;;[Root.GetFirstName] espanta a [This.GetFirstName] con su sórdida respuesta;[Root.GetFirstName] spaventa [This.GetFirstName] con la [Root.GetHerHis] sprezzante risposta;;;;;;;;x
EVTDESC64012;[From.GetTitledFirstName] and I talked for hours and soon became inseparable. If there was a chore, a homework or anything we could do together, we did it. If it weren't for my nanny then we would have slept in the same bed too.;[From.Get_Le_TitledFirstName] et moi avons discuté pendant des heures et nous sommes bientôt devenus inséparables. S'il y avait une corvée, un devoir ou toute autre chose que nous puissions faire ensemble, nous le ferions. Si ce n'était de ma nourrice, nous aurions également dormi dans le même lit.;[From.GetTitledFirstName] und ich unterhielten uns stundenlang und waren schon bald untrennbar. Gab es irgendwelche Pflichten, eine Hausarbeit oder irgendetwas sonst, was wir zusammen tun konnten, so taten wir es. Wäre das Kindermädchen nicht gewesen, dann hätten wir auch im selben Bette geschlafen.;;[From.GetTitledFirstName] y yo hablábamos durante horas y pronto nos hicimos inseparables. Si había una tarea, unos deberes o cualquier cosa que podíamos hacer juntos, lo hacíamos. Si no hubiera sido por mi niñera, también habríamos dormido en la misma cama.;[From.GetTitledFirstName] e io parlammo per ore e presto diventammo inseparabili. Se c'era un compito, o un lavoretto, o qualsiasi cosa che potevamo fare insieme, lo facevamo. Se non fosse stato per la mia balia avremmo persino dormito nello stesso letto.;;;;;;;;x
EVTOPTA64012;Is this how it is when you are in love?;Est-ce l'amour ?;Ist es denn so, wenn man verliebt ist?;;¿En esto consiste estar enamorado?;È così che ci si sente quando si è innamorati?;;;;;;;;x
EVTDESC64013;I fled from [From.GetTitledFirstName]'s scornful reply and [From.GetHerHis] laughter that followed me down the stairs. How could I ever have felt anything for that, that... idiot?!;J'ai préféré fuir devant la réponse méprisante [From.Get_du_TitledFirstName] et son rire mesquin qui me poursuivait dans les escaliers. Comment avais-je pu ressentir quelque chose pour une personne aussi... idiote !?;Ich floh vor [From.GetTitledFirstName]s höhnischer Zurückweisung und [From.GetHerHis] Gelächter verfolgte mich die Stufen hinab. Wie konnte ich nur jemals etwas für diesen ... diesen ... Idioten empfinden?!;;Huí de la desdeñosa respuesta de [From.GetTitledFirstName] y de [From.GetHerHis] risa, que me perseguía por las escaleras. ¡¿Cómo pude haber sentido algo por semejante... idiota?!;Sono fuggito dalla risposta piccata di [From.GetTitledFirstName] e le [From.GetHerHis] risate di scherno che mi hanno seguito per tutte le scale. Come è possibile che provassi qualcosa per quella, quella... idiota?!;;;;;;;;x
EVTOPTA64013;I have to accept that I'm a failure;Je dois me rendre à l'évidence, je ne vaux rien.;Ich muss akzeptieren, dass ich ein Versager bin ;;Debo admitir que soy un fracaso;Devo accettare il fatto di essere un fallito;;;;;;;;x
EVTOPTB64013;Who dares, wins;Qui ose, gagne.;Wer wagt, der gewinnt;;Quien se atreve, gana;Chi osa, vince;;;;;;;;x
EVTDESC64015;My wife [Root.Spouse.GetFirstName] has grown old and less-than-attractive. Maybe a young mistress will bring some excitement to my life?;Mon épouse [Root.Spouse.GetFirstName] est vieille et peu attirante. Peut-être qu'une jeune maîtresse saurait apporter un peu de piquant dans ma vie ?;Meine Ehefrau [Root.Spouse.GetFirstName] ist alt geworden und umso unattraktiver. Vielleicht bringt eine junge Mätresse etwas neue Aufregung in mein Leben?;;Mi esposa [Root.Spouse.GetFirstName] ha envejecido y ha perdido su atractivo. Tal vez una joven dama aportaría algo de emoción a mi vida…;Mia moglie [Root.Spouse.GetFirstName] è anziana e poco attraente. Forse una giovane amante potrebbe portare un po' di eccitazione nella mia vita?;;;;;;;;x
EVTOPTA64015;I'm sure my wife will allow me to indulge myself;Je suis convaincu que mon épouse me laissera m'amuser.;Ich bin sicher, sie wird mir gestatten, mich verwöhnen zu lassen;;Estoy seguro de que mi esposa me permitirá darme un capricho;Sono sicuro che mia moglie mi permetterà un capriccio.;;;;;;;;x
EVTTOOLTIP64017;[Root.GetTitledFirstName] tries to seduce [This.GetTitledFirstName];[Root.Get_Le_TitledFirstName] essaie de séduire [This.Get_le_TitledFirstName];[Root.GetTitledFirstName] versucht, [This.GetTitledFirstName] zu verführen;;[Root.GetTitledFirstName] trata de seducir a [This.GetTitledFirstName];[Root.GetTitledFirstName] prova a sedurre [This.GetTitledFirstName];;;;;;;;x
EVTOPTB64015;My wife will probably not find out;Mon épouse ne s'en rendra probablement pas compte.;Meine Ehefrau wird es wahrscheinlich nicht herausfinden;;Es probable que mi esposa no se entere;Probabilmente mia moglie non lo scoprirà;;;;;;;;x
EVTOPTC64015;No, adultery is a sin;Non, l'adultère est un péché;Nein, Ehebruch ist eine Sünde;;No, el adulterio es un pecado;No, l'adulterio è un peccato;;;;;;;;x
EVTDESC64016;I have noticed how [From.GetFirstName] has stopped looking at me the way [From.GetSheHe] used to do, with a kind of burning desire for me and my body. These days, [From.GetSheHe] looks at the young courtiers with high bosoms and slender waists with the look that used to be reserved for me...;J'ai remarqué que [From.GetFirstName] a cessé de me regarder comme [From.GetIlElle] le faisait, avec une sorte de désir brûlant pour moi et mon corps. Ces jours-ci, [From.GetIlElle] regarde plutôt les jeunes courtisanes aux grosses poitrines et aux tailles fines, avec ce regard qui m'était réservé...;Ich habe bemerkt, dass [From.GetFirstName] aufgehört hat, mich auf die Art und Weise anzustarren, wie [From.GetSheHe] es früher getan hat - mit brennender Leidenschaft für mich und meinen Körper. Heutzutage sieht [From.GetSheHe] den jungen Hofdamen mit hohen Busen und schlanken Taillen nach, mit einem Blick, der einst für mich reserviert war ...;;Me he dado cuenta de que [From.GetFirstName] ya no me mira como [From.GetSheHe] solía hacerlo, con esa especie de deseo ardiente por mí y por mi cuerpo. Ahora, [From.GetSheHe] dedica a las jóvenes cortesanas de grandes pechos y cintura fina aquella mirada que antes reservaba para mi...;Ho notato come [From.GetFirstName] abbia smesso di guardarmi nel modo in cui [From.GetSheHe] era solito fare, con una sorta di ardente desiderio per me e per il mio corpo. In questi giorni, [From.GetSheHe] guarda a quelle cortigiane dai seni prosperosi e dalle vite snelle con lo sguardo che era solito riservare a me.;;;;;;;;x
EVTOPTA64016;So [From.GetSheHe] did not think I would notice?!;Ainsi, [From.GetIlElle] croyait que je ne m'en rendrais pas compte !?;Also, [From.GetSheHe] hat nicht gedacht, dass ich es bemerken würde?!;;¿De modo que [From.GetSheHe] pensó que no me daría cuenta?!;Quindi [From.GetSheHe] non credeva me ne fossi reso conto?;;;;;;;;x
EVTTOOLTIP64020;[Root.GetTitledFirstName] makes sure [This.GetTitledFirstName] understands [Root.GetHerHis] feelings about [This.GetHerHim] looking at other women;[Root.Get_Le_TitledFirstName] s'assure que [This.Get_le_TitledFirstName] comprenne ses sentiments à l'égard des autres femmes;[Root.GetTitledFirstName] überzeugt sich davon, dass [This.GetTitledFirstName] [Root.GetHerHis]e Gefühle versteht, warum [This.GetSheHe] jungen Damen hinterher sieht.;;[Root.GetTitledFirstName] se asegura de que [This.GetTitledFirstName] comprenda sus sentimientos acerca de que [This.GetSheHe] mire a otras mujeres.;[Root.GetTitledFirstName] si assicura che [This.GetTitledFirstName] capisca i [Root.GetHerHis] sentimenti riguardo alle altre donne.;;;;;;;;x
EVTDESC64017;[From.GetTitledFirstName]'s wife is a frail old thing who probably used to be beautiful. No wonder [From.GetSheHe] has started eyeing us lovelier ladies at court...;L'épouse [From.Get_du_TitledFirstName] est une pauvre vieille frêle qui était probablement belle dans le passé. Pas étonnant qu'[From.GetIlElle] a commencé à nous faire de l'oeil, à nous les plus belles dames de la Cour...;[From.GetTitledFirstName]s Weib ist eine gebrechliche, alte Schachtel, die wahrscheinlich einmal wunderschön war. Kein Wunder, dass [From.GetSheHe] damit begonnen hat, uns jungen, lieblichen Damen am Hofe nachzustarren ...;;La esposa de [From.GetTitledFirstName] es una frágil anciana, probablemente hermosa antaño. No me extraña que [From.GetSheHe] haya comenzado a echarnos el ojo a las damas de la corte...;La moglie di [From.GetTitledFirstName] è una debole anziana che probabilmente in passato era stata bella. Non importa che [FromGetSheHe] abbia iniziato posare gli occhi sulle più amabili dame a corte...;;;;;;;;x
EVTOPTA64017;[From.GetSheHeCap] is not too hard on the eyes...;[From.GetIlElleCap] n'est pas désagréable à regarder...;[From.GetSheHeCap] ist nicht schwer zu übersehen ...;;[From.GetSheHeCap] no es demasiado dura para la vista...;[From.GetSheHeCap] non è sgradevole alla vista...;;;;;;;;x
EVTTOOLTIP64018;[Root.GetTitledFirstName] encourages [This.GetTitledFirstName]'s advances;[Root.Get_Le_TitledFirstName] encourage les avances [This.Get_du_TitledFirstName];[Root.GetTitledFirstName] begünstigt [This.GetTitledFirstName]s Annäherungsversuche;;[Root.GetTitledFirstName] alienta las insinuaciones de [This.GetTitledFirstName];[Root.GetTitledFirstName] incoraggia le proposte di [This.GetTitledFirstName];;;;;;;;x
EVTOPTB64017;I deserve someone better than [From.GetTitledFirstName];Je mérite mieux que [From.Get_le_TitledFirstName];Ich verdiene jemand besseren als [From.GetTitledFirstName];;Me merezco a alguien mejor que [From.GetTitledFirstName];Merito qualcuno migliore di [From.GetTitledFirstName];;;;;;;;x
EVTTOOLTIP64019;[Root.GetTitledFirstName] scorns [This.GetTitledFirstName]'s advances;[Root.Get_Le_TitledFirstName] méprise les avances [This.Get_du_TitledFirstName];[Root.GetTitledFirstName] verachtet [This.GetTitledFirstName]s Annäherungsversuche;;[Root.GetTitledFirstName] desprecia las insinuaciones de [This.GetTitledFirstName];[Root.GetTitledFirstName] disprezza le proposte di [This.GetTitledFirstName];;;;;;;;x
EVTDESC64018;[From.GetTitledFirstName] responded to my advances and soon we were... engaging in a very stimulating activity. In short: the love-making was amazing!;[From.Get_Le_TitledFirstName] a répondu à mes avances et bientôt nous nous sommes retrouvés... En pleine activité très stimulante. En bref : faire l'amour était incroyable !;[From.GetTitledFirstName] reagierte auf meine Annäherungsversuche und schon bald fanden wir uns ... inmitten sehr stimulierender Aktivitäten wieder. Um es kurz zu machen: Liebe zu machen war unglaublich!;;[From.GetTitledFirstName] respondió a mis insinuaciones y pronto estábamos… envueltos en una actividad muy estimulante. Resumiendo: ¡hacer el amor fue fantástico!;[From.GetTitledFirstName] ha risposto alle mie richieste e presto noi fummo... impegnati in un'attività molto stimolante. In breve: fare l'amore era meraviglioso!;;;;;;;;x
EVTOPTA64018;I think I am in love...;Je crois que je suis amoureux...;Ich glaube, ich bin verliebt ...;;Creo que estoy enamorado…;Credo di essermi innamorato...;;;;;;;;x
EVTDESC64019;The scorn I was met by when I tried to talk [From.GetTitledFirstName] into meeting me somewhere more private really hurt. [From.GetSheHeCap] actually laughed at my advances and told me I was both too old and too ugly for [From.GetHerHim].;Le mépris dont j'ai été victime lorsque j'ai tenté de parler [From.Get_au_TitledFirstName] dans un lieu plus tranquille m'a vraiment fait mal. [From.GetIlElleCap] a ri de mes avances et m'a dit que j'étais une personne trop vieille et trop laide pour [From.GetLuiElle].;Der Hohn, der mir entgegenschlug, als ich versucht hatte, [From.GetTitledFirstName] privat kennenzulernen, tat wirklich weh. [From.GetSheHeCap] lachte über meine Annäherungsversuche und erklärte mir, ich wäre sowohl zu alt als auch zu hässlich für [From.GetHerHim].;;El desprecio con el que choqué al tratar de sugerir a [From.GetTitledFirstName] que fuéramos a un lugar más privado me dolió profundamente. [From.GetSheHeCap] se rió de mis insinuaciones, alegando que mi edad y mi fealdad me impedían conseguir [From.GetHerHim].;Il disprezzo che ho avvertito quando ho tentato di parlare a [From.GetTitledFirstName] di incontrarci in un posto più appartato mi fa veramente male. [From.GetSheHeCap] ha riso delle mie proposte e mi ha detto che ero troppo vecchio e troppo brutto per [From.GetHerHim].;;;;;;;;x
EVTOPTA64019;I was taken aback by [From.GetTitledFirstName]'s scorn;J'ai été surpris du mépris [From.Get_du_TitledFirstName];Ich war bestürzt über [From.GetTitledFirstName]s Hohn;;El desprecio de [From.GetTitledFirstName] me dejó de piedra;Sono rimasto scioccato dal disprezzo di [From.GetTitledFirstName];;;;;;;;x
EVTDESC64020;[From.GetFirstName] had noticed how I had started looking at the other women at court and the whispers about me flirting with the beautiful ladies at court made [From.GetHerHim] draw some conclusions [From.GetSheHe] obviously did not appreciate. I was yelled at for hours, or so it felt, about the 'sinfulness of adultery' and 'why don't you think I am attractive anymore?'.;[From.GetFirstName] avait remarqué que j'avais commencé à regarder les autres femmes de la Cour et les rumeurs qu'elle avait entendues à mon sujet insinuant que je séduisais les belles dames lui avait fait tirer quelques conclusions qu'[From.GetIlElle] n'a évidemment pas appréciées. Elle m'a sermonné pendant des heures sur le « péché d'adultère » et « pourquoi pensez-vous que je ne suis plus attirante ? ».;[From.GetFirstName] hatte bemerkt, dass ich angefangen hatte, den anderen Damen am Hofe nachzustarren, und das Getuschel über mich und wie ich mit den wunderbaren Damen am Hof flirtete, ließ [From.GetHerHim] einige Schlüsse ziehen, die [From.GetSheHe] wohl nicht billigte. Ich wurde gefühlte vier Stunden lang angeschrien, der Sünde des Ehebruchs bezichtigt.;;[From.GetFirstName] había notado que yo miraba a otras mujeres y había oído murmurar acerca de mis flirteos con las bellas damas de la corte hizo que [From.GetHerHim] sacara unas conclusiones que a  [From.GetSheHe] obviamente no le gustaron. Me gritó durante horas, o eso me pareció, acerca del 'pecado del adulterio', preguntándome '¿Por qué crees que ya no soy ya no tengo atractivo?'.;[From.GetFirstName] aveva notato come io avessi iniziato a guardare le altre donne a corte e i bisbigli su di me che filtravo con le belle dame a corte ha indotto [From.GetHerHim] a trarre alcune conclusioni che ovviamente [From.GetSheHe] non ha apprezzato. Mi ha gridato per ore, o così mi sembrò, riguardo alla 'non peccaminosità dell'adulterio' e sul 'perché tu non mi ritieni più attraente?'.;;;;;;;;x
EVTOPTA64020;I think [From.GetFirstName] is angry about me flirting with the ladies...;Je crois que [From.GetFirstName] est en colère parce que je séduis les autres femmes.;[From.GetFirstName] ist sauer auf mich, weil ich mit den Mädchen flirtete;;Creo que [From.GetFirstName] está molesta porque flirteo con las damas...;Io penso che [From.GetFirstName] sia arrabbiata perché filtro con le dame...;;;;;;;;x
EVTDESC64025;It is as if I see [Root.Spouse.GetFirstName] for the first time: [Root.Spouse.GetHerHis] good-natured spirit, the interesting and funny quirks [Root.Spouse.GetSheHe] has and how lovely [Root.Spouse.GetSheHe] really is. Could it be that I love my [Root.Spouse.GetFirstName]?;C'est comme si je voyais [Root.Spouse.GetFirstName] pour la première fois : son esprit débonnaire, son côté bizarre, intéressant et drôle et à quel point [Root.Spouse.GetIlElle] est adorable. Serait-ce possible que j'aime [Root.Spouse.GetFirstName] ?;Es ist, als sähe ich [Root.Spouse.GetFirstName] zum ersten Mal: [Root.Spouse.GetHerHis]en natürlichen Geist, die interessanten und witzigen Marotten, die [Root.Spouse.GetSheHe] hat, und wie liebevoll [Root.Spouse.GetSheHe] wirklich ist. Konnte es sein, dass ich [Root.Spouse.GetFirstName] liebe?;;Es como si viera a [Root.Spouse.GetFirstName] por primera vez: la bondad de espíritu, [Root.Spouse.GetSheHe] interesantes y divertidas particularidades y lo fascinante que [Root.Spouse.GetSheHe] es en realidad. ¿Podría ser que ame a mi [Root.Spouse.GetFirstName]?;È come se vedessi [Root.Spouse.GetFirstName] per la prima volta: la [Root.Spouse.GetHerHis] bontà di spirito, le interessanti e divertenti manie che [Root.Spouse.GetSheHe] ha e come [Root.Spouse.GetSheHe] sia in realtà davvero attraente. Potrebbe essere che amo la mia [Root.Spouse.GetFirstName]?;;;;;;;;x
EVTOPTA64025;Embrace the love I feel for [Root.Spouse.GetFirstName];Accepter l'amour que je ressens pour [Root.Spouse.GetFirstName];Die Liebe akzeptieren, die ich für [Root.Spouse.GetFirstName] empfinde;;Abrazar el amor que siento por [Root.Spouse.GetFirstName];Accetta l'amore che provo per [Root.Spouse.GetFirstName];;;;;;;;x
EVTOPTB64025;Deny the love;Renier l'amour;Die Liebe verweigern;;Negar el amor;Nega l'amore;;;;;;;;x
EVTDESC64030;I have finally gotten a chance to do something special with my special someone and there are so many things I want to do! Should I try to entertain [Root.GetHerHimOpp] at the court, or maybe we should spend some time in my isolated country cottage?;J'ai finalement la chance de faire quelque chose de spécial avec mon être cher, mais je ne sais pas par où commencer ! Devrais-je essayer de l'amuser à la Cour, ou peut-être devrions-nous passer un peu de temps dans mon chalet isolé ?;Ich habe endlich die Chance bekommen, etwas Besonderes mit jemandem ganz Speziellen zu tun, und es gibt so viele Dinge, die ich tun will! Sollte ich versuchen, [Root.GetHerHimOpp] am Hofe zu amüsieren, oder sollten wir zusammen etwas Zeit in meiner abgelegenen Hütte auf dem Lande verbringen?;;Por fin tengo la ocasion de hacer algo especial con mi amor. ¡Me gustaría hacer tantas cosas! ¿Debería tratar de entretener [Root.GetHerHimOpp] en la corte o tal vez pasar un rato en mi cabaña rural aislada?;Ho finalmente la possibilità di far qualcosa di speciale con il mio amore e ci sono un sacco di cose che vorrei fare! Dovrei cercare di trattenere [Root.GetHerHimOpp] a corte, o forse dovremmo passare un po' di tempo nella mia isolata villa in campagna?;;;;;;;;x
EVTOPTA64030;I shall take [Root.GetHerHimOpp] to my isolated country cottage;Je vais l'emmener dans mon chalet isolé à la campagne.;Ich werde [Root.GetHerHimOpp] mit auf meine abgelegene Hütte nehmen;;[Root.GetHerHimOpp] voy a llevar a mi cabaña rural aislada;Porterò [Root.GetHerHimOpp] alla mia isolata villa in campagna;;;;;;;;x
EVTOPTB64030;I'll sponsor entertainment at the local court;Je vais animer des activités à la Cour.;Ich werde für Unterhaltung am örtlichen Hof aufkommen;;Patrocinaré entretenimiento en la corte local;Patrocinerò degli intrattenimenti alla corte locale.;;;;;;;;x
EVTOPTC64030;Nah, I'll spend the time with my friends instead;Non, je vais plutôt passer du temps avec mes amis.;Oh nein, ich verbringe stattdessen meine Zeit lieber mit Freunden;;Da igual, prefiero pasar el tiempo con mis amigos;No, passerò il tempo coi miei amici piuttosto;;;;;;;;x
EVTDESC64035;No matter what I do, my sweetheart never seems happy, complaining that we never do anything exciting together and sulks when I tell [Root.GetHerHimOpp] I have too much to do to be able to entertain [Root.GetHerHimOpp] all the time. Having a lover is more hard work than I thought!;Peu importe ce que je fais, ma tendre moitié ne semble jamais de bonne humeur, se plaint que nous ne faisons jamais rien de passionnant et boude quand je lui dis que j'ai trop à faire pour être en mesure de [Root.GetLeLaOpp] divertir tout le temps. Avoir un amour est plus difficile que je pensais !;Egal, was ich tue, mein Schatz scheint niemals glücklich zu sein ... beschwert sich, dass wir nie etwas Aufregendes zusammen unternehmen, und schmollt, wenn ich [Root.GetihmihrOpp] sage, dass ich zu viel zu tun hätte, so dass es mir unmöglich ist, [Root.GetHerHimOpp] unentwegt zu unterhalten. Eine Liebschaft zu haben ist mehr Arbeit, als ich dachte!;;Haga lo que haga mi amor nunca parece feliz, me reprocha que nunca hacemos nada excitante en común y se pone de mal humor si [Root.GetHerHimOpp] digo que no puedo entretener[Root.GetHerHimOpp] todo el tiempo. ¡Un amante es un trabajo más duro de lo que pensaba!;Non importa ciò che faccio, la mia dolce metà non sembra mai essere felice, si lamenta che non facciamo mai nulla di eccitante insieme e mi tiene il broncio quando io dico a [Root.GetHerHimOpp] che non posso passare tutto il tempo con [Root.GetHerHimOpp]. Avere un amante è un lavoro più difficile di quanto pensassi!;;;;;;;;x
EVTOPTA64035;Throw a big party for [Root.GetHerHisOpp] entertainment;Lui organiser une grande fête;Gebt eine große Party zur Unterhaltung für [Root.GetHerHimOpp].;;Organizar una gran fiesta para [Root.GetHerHisOpp] diversión;Organizzo una gran festa per il [Root.GetHerHimOpp] divertimento;;;;;;;;x
