#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
AIREASON_CAN_PAY_OWN_RANSOM;§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom;§Y[GetTitledFirstName]§! peut payer sa propre rançon;§Y[GetTitledFirstName]§! Kann [GetHerHis] Lösegeld selbst zahlen;;§Y[GetTitledFirstName]§! puede permitirse su propio rescate;§Y[GetTitledFirstName]§! può permettersi il proprio riscatto;;;;;;;;x
EVTDESC_SOA_1016;My liege, the Poor Fellow-Soldiers of Christ and of the Temple of Solomon stand ready to serve you in defense of Christianity and the Holy Land! Pax Christi,\n\nGrand Master [From.GetFirstName];M[Root.GetOnA][Root.GetLordLady], les Pauvres Chevaliers du Christ et du Temple de Salomon sont prêts à servir à vos côtés pour défendre la chrétienté en Terre sainte !\n\nPax Christi,\nGrand Maître [From.GetFirstName];Mein Lehnsherr, die Arme Ritterschaft Christi und des salomonischen Tempels zu Jerusalem stehen bereit, Euch bei der Verteidigung des Christentums und des Heiligen Landes zu dienen! Der Friede des Herrn sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Mi señor, ¡los Pobres Caballeros de Cristo y del Templo de Salomón están dispuestos a servirle en defensa de la Cristiandad y la Tierra Santa! Pax Christi,\n\nGran Maestre [From.GetFirstName];Mio signore, i Poveri Soldati della Confraternita di Cristo e del Tempio di Salomone sono pronti a servirti in difesa della Cristianità e della Terrasanta! Pax Christi,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTDESC_SOA_1023;My dear [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. I am willing to cancel your debt to us if you will simply allow us to build a castle in [FromFrom.GetName]. Pax Christi,\n\nGrand Master [From.GetFirstName];M[Root.GetOnA] ch[Root.GetErEre] [Root.GetTitledFirstName], l'Ordre a besoin de davantage de commanderies afin d'entraîner des troupes et assurer son financement. Nous sommes prêt à annuler votre dette si vous nous permettez de bâtir un château en [FromFrom.GetName].\n\nPax Christi,\nGrand Maître [From.GetFirstName];Mein lieber [Root.GetTitledFirstName], der Orden benötigt weitere Burgen zur Ausbildung von Truppen und zur Erzeugung von Einnahmen. Ich bin bereit, Euch Eure Schulden zu erlassen, wenn Ihr uns gestattet, in [FromFrom.GetName] eine Burg zu errichten. Der Friede des Herrn sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Mi querido [Root.GetTitledFirstName], la Orden necesita más castillos para entrenar tropas y obtener ingresos para sostenerse. Estoy dispuesto a cancelar su deuda con nosotros si nos permite construir un castillo en [FromFrom.GetName]. Pax Christi,\n\nGran Maestre [From.GetFirstName];Mio caro [Root.GetTitledFirstName], l'Ordine ha bisogno di altri castelli per addestrare le truppe e generare delle entrare per sostenersi. Sono disposto a cancellare il tuo debito verso di noi se ci permetterai di costruire un castello in [FromFrom.GetName]. Pax Christi,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTOPTA_SOA_1023;A reasonable request;C'est une requête raisonnable;Ein vernünftiges Ersuchen;;Es una petición razonable;Una richiesta ragionevole;;;;;;;;x
EVTDESC_SOA_1024;The Knights Templar have constructed a castle in [Root.GetName]!;L'Ordre du Temple a érigé un château en [Root.GetName] !;Die Tempelritter haben in [Root.GetName] eine Burg errichtet!;;¡Los Caballeros Templarios han construido un castillo en [Root.GetName]!;I Cavalieri Templari hanno costruito un castello in [Root.GetName]!;;;;;;;;x
EVTOPTA_SOA_1024;Impressive!;Impressionnant !;Beeindruckend!;;¡Impresionante!;Notevole!;;;;;;;;x
EVTDESC_SOA_1031;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights Templar in their struggle against the infidel, even though this will forever disinherit him.;M[From.GetOnA] [GetFromRelation], [From.Get_le_TitledFirstName], a demandé à rejoindre les preux chevaliers de l'Ordre du Temple dans leur lutte contre les infidèles, même si cela le déshéritera à jamais.;Mein [GetFromRelation], [From.GetTitledFirstName] will sich dem Orden der Tempelritter in ihrem Kampf gegen die Ungläubigen anschließen, auch wenn er dadurch auf alle Zeiten enterbt wird.;;Mi [GetFromRelation] [From.GetTitledFirstName] ha solicitado unirse a los Caballeros Templarios en la lucha contra los infieles, a pesar de que esta acción le desheredará para siempre.;Mio [GetFromRelation], [From.GetTitledFirstName], ha chiesto di unirsi ai Cavalieri Templari nella loro lotta contro gli infedeli, anche se ciò gli impedirà per sempre di ereditare.;;;;;;;;x
EVTOPTA_SOA_1031;Go with my blessing.;Vous avez ma bénédiction.;So gehe hin, mit meinem Segen.;;Otorgo mi bendición;Va' con la mia benedizione.;;;;;;;;x
EVTOPTB_SOA_1031;Absolutely not!;C'est hors de question ! ;Auf keinen Fall!;;¡Me niego por completo!;Assolutamente no!;;;;;;;;x
EVTTOOLTIP_SOA_1032;[This.GetTitledFirstName] becomes a Knight Templar.;[This.Get_Le_TitledFirstName] devient un Templier.;[This.GetTitledFirstName] wird Tempelritter.;;[This.GetTitledFirstName] se convierte en Caballero Templario.;[This.GetTitledFirstName] diventa un Cavaliere Templare.;;;;;;;;x
EVTTOOLTIP_SOA_1033;[This.GetTitledFirstName] is disappointed.;La déception [This.Get_du_TitledFirstName] est grande.;[This.GetTitledFirstName] ist enttäuscht.;;[This.GetTitledFirstName] está decepcionado.;[This.GetTitledFirstName] è deluso.;;;;;;;;x
EVTDESC_SOA_1053;Most righteous [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPax Christi,\n\nGrand Master [From.GetFirstName];Très juste [Root.GetTitledFirstName], l'Ordre a besoin de nouvelles commanderies afin d'entraîner des troupes ainsi que pour générer les revenus nécessaires à son fonctionnement. Or, un de nos sergents nous a signalé que vous possédiez un emplacement approprié sur vos terres de [FromFrom.GetName]. Nous sommes disposés à vous payer 100 d'or en échange du droit d'y construire une forteresse.\n\nPax Christi,\nGrand Maître [From.GetFirstName];Hochwohlgeborener [Root.GetTitledFirstName], der Orden braucht weitere Burgen zur Ausbildung von Truppen und zur Erzeugung von Einnahmen. Ich habe erfahren, dass es in Eurem Reich einen geeigneten Standort gibt - nämlich in [FromFrom.GetName]. Ich will Euch 100 Gold zahlen für das Recht, dort eine Festung zu errichten.\nDer Friede des Herrn sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Mi justo [Root.GetTitledFirstName], la Orden necesita más castillos para entrenar tropas y obtener ingresos para sostenerse. Ha llegado a mi conocimiento que hay un lugar adecuado en su heredad, en [FromFrom.GetName] para ser más precisos. Estoy dispuesto a pagarle 100 oros a cambio del derecho a construir allí una fortaleza.\nPax Christi,\n\nGran Maestre [From.GetFirstName];Virtuosissimo [Root.GetTitledFirstName], l'Ordine ha bisogno di più castelli per addestrare le truppe e generare delle entrare per sostenersi. Mi è stato riferito di un luogo idoneo nei tuoi domini - in [FromFrom.GetName] per essere precisi. Sono disposto a pagarti 100 monete d'oro in cambio del diritto di costruire una fortezza laggiù.\nPax Christi,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTDESC_SOA_1054;The Knights Templar have constructed a castle in [Root.GetName]!;Les Templiers ont érigé un château en [Root.GetName] !;Die Tempelritter haben in [Root.GetName] eine Burg errichtet!;;¡Los Caballeros Templarios han construido un castillo en [Root.GetName]!;I Cavalieri Templari hanno costruito un castello in [Root.GetName]!;;;;;;;;x
EVTDESC_SOA_1061;Your majesty, this antagonism is completely unwarranted! The Order serves Christ, but, one has to wonder, do you?\n\nWith anger and sadness,\n\nGrand Master [From.GetFirstName];[Root.PrimaryTitle.GetFOA], cette opposition est complètement injustifiée ! Notre Ordre sert le Christ, et votre acte tend à montrer que vous ne servez que votre propre personne, aux dépends même de votre foi !\n\nEntre colère et tristesse,\nGrand Maître [From.GetFirstName];Eure Majestät, diese Ablehnung ist völlig ungerechtfertigt! Unser Orden dient dem Herrn, doch man muss sich fragen, tut Ihr das auch?\n\nIn Zorn und Trauer,\n\nGroßmeister [From.GetFirstName];;Su majestad, ¡este antagonismo es totalmente injustificado! La Orden sirve a Cristo, pero cabe preguntarse, ¿y usted?\n\nCon ira y tristeza,\n\nGran Maestre [From.GetFirstName];Maestà, questo antagonismo è del tutto ingiustificato! L'Ordine è servo di Cristo, ma tu, mi chiedo, lo sei?\n\nCon rabbia e tristezza,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTOPTB_SOA_1061;Good Riddance!;Bon débarras !;Ein Glück, dass ich ihn los bin!;;¡Qué alivio!;Che liberazione!;;;;;;;;x
EVTDESC_SOA_1116;My liege, the Order of Saint John - the Knights Hospitaller - stands ready to serve you in defense of Christianity and the Holy Land! Pax Christi,\n\nGrand Master [From.GetFirstName];M[Root.GetOnA][Root.GetLordLady], l'Ordre de Saint-Jean de Jérusalem est prêt à servir à vos côtés pour défendre la chrétienté en Terre sainte !\n\nPax Christi,\nGrand Maître [From.GetFirstName];Mein Lehnsherr, der Ritterorden St. Johannis vom Spital zu Jerusalem - die Johanniter - stehen bereit, Ihnen bei der der Verteidigung der Christenheit und des Heiligen Landes zu dienen! Der Friede des Herrn sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Mi señor, ¡la Orden de San Juan —los Caballeros Hospitalarios— está dispuesta a servirle en defensa de la Cristiandad y de la Tierra Santa! Pax Christi,\n\nGran Maestre [From.GetFirstName];Mio signore, l'Ordine di San Giovanni - i Cavalieri Ospedalieri - è pronto a servirvi in difesa della Cristianità e della Terrasanta! Pax Christi,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTDESC_SOA_1131;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights Hospitaller in their struggle against the infidel, even though this will forever disinherit him.;M[From.GetOnA] [GetFromRelation], [From.Get_le_TitledFirstName], a demandé à rejoindre les pieux chevaliers de l'Ordre de l'Hospital dans leur lutte contre les infidèles, même si cela le déshéritera à jamais.;Mein [GetFromRelation], [From.GetTitledFirstName] will sich dem Orden der Johanniter in ihrem Kampf gegen die Ungläubigen anschließen, auch wenn er dadurch auf alle Zeiten enterbt wird.;;Mi [GetFromRelation], [From.GetTitledFirstName] ha solicitado unirse a los Caballeros Hospitalarios en la lucha contra los infieles, a pesar de que esta acción le desheredará para siempre.;Mio [GetFromRelation], [From.GetTitledFirstName], ha chiesto di unirsi ai Cavalieri Ospedalieri nella loro lotta contro gli infedeli, anche se ciò gli impedirà per sempre di ereditare.;;;;;;;;x
EVTTOOLTIP_SOA_1132;[This.GetTitledFirstName] becomes a Knight Hospitaller.;[This.Get_Le_TitledFirstName] devient un Hospitalier.;[This.GetTitledFirstName] wird Ritter des Johanniterordens.;;[This.GetTitledFirstName] se convierte en Caballero Hospitalario.;[This.GetTitledFirstName] diventa un Cavaliere Ospedaliere.;;;;;;;;x
EVTDESC_SOA_1141;Your Highness, this extremely generous donation will not be forgotten. You have my friendship, as well as that of the Church. Rest assured that you will be rewarded in Heaven, if not on Earth!\nPax Christi,\n\nGrand Master [From.GetFirstName];[Root.PrimaryTitle.GetFOA], ce don des plus généreux ne sera pas oublié.\nRecevez notre reconnaissance ainsi que celle de l'Église et vivez avec l'assurance que vous en obtiendrez récompense au paradis, si ce n'est en ce bas monde !\n\nPax Christi,\nGrand Maître [From.GetFirstName];Eure Hoheit, diese äußerst großzügige Spende wird unvergessen bleiben! Ihr habt meine Freundschaft, wie auch die der Kirche! Seid versichert, dass Ihr im Himmel belohnt werdet, wenn nicht schon auf Erden!\nDer Friede des Herrn sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Su Alteza, esta donación tan generosa no caerá en el olvido. Tiene mi amistad, así como la de la Iglesia. Tenga por seguro que será recompensado en el cielo, ¡si no en la Tierra!\nPax Christi,\n\nGran Maestre [From.GetFirstName];Altezza, questa generosissima donazione non verrà dimenticata. Hai l'amicizia mia e di tutta la Chiesa. Stai certo che sarai ricompensato in Paradiso, se non in Terra!\nPax Christi,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTDESC_SOA_1153;Most righteous [Root.GetTitledFirstName], the Order needs more castles in order to defend Christianity against the Infidel. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPax Christi,\n\nGrand Master [From.GetFirstName];Très juste [Root.GetTitledFirstName], l'Ordre a besoin de nouveaux châteaux afin d'entrainer des troupes pour défendre la chrétienté contre les infidèles. Or, Il nous a été signalé que vous possédiez un domaine qui conviendrait parfaitement, à [FromFrom.GetName] pour être précis. Nous sommes disposés à vous payer 100 d'or en échange du droit d'y construire une forteresse.\n\nPax Christi,\nGrand Maître [From.GetFirstName];Mein lieber [Root.GetTitledFirstName], der Orden benötigt weitere Burgen zur Ausbildung von Truppen und zur Erzeugung von Einnahmen. Ich bin bereit, Euch Eure Schulden zu erlassen, wenn Ihr uns gestattet, in [FromFrom.GetName] eine Burg zu errichten. Der Friede des Herrn sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Mi justo [Root.GetTitledFirstName], la Orden necesita más castillos para defender a la Cristiandad de los infieles. Ha llegado a mi conocimiento que hay un lugar adecuado en su heredad, en [FromFrom.GetName] para ser más precisos. Estoy dispuesto a pagarle 100 oros a cambio del derecho a construir allí una fortaleza.\nPax Christi,\n\nGran Maestre [From.GetFirstName];Virtuosissimo [Root.GetTitledFirstName], l'Ordine ha bisogno di altri castelli per difendere la Cristianità dagli Infedeli. Mi è stato riferito di un luogo idoneo nei tuoi possedimenti - in [FromFrom.GetName] per essere precisi. Sono disposto a pagarti 100 monete d'oro in cambio del diritto di costruire una fortezza laggiù.\nPax Christi,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTOPTB_SOA_1153;No, that region is mine;Cette région est mienne !;Nein, jenes Gebiet gehört mir;;No, esa región es mía;No, quella regione è mia;;;;;;;;x
EVTDESC_SOA_1154;The Knights Hospitaller have constructed a castle in [Root.GetName]!;L'Ordre de l'Hospital a bâti un château en [Root.GetName] !;Die Johanniter haben in [Root.GetName] eine Burg errichtet!;;¡Los Caballeros Hospitalarios han construido un castillo en [Root.GetName]!;I Cavalieri Ospedalieri hanno costruito un castello in [Root.GetName]!;;;;;;;;x
EVTDESC_SOA_1203;Peace be upon you, most magnificent [Root.GetTitledFirstName]. As you may know, our order is in need of leaders, and, considering your debt to us, I would like to request that your able and noble son [FromFrom.GetFirstName] serve in our ranks. Naturally, this would disinherit him. Allah be with you,\n\nGrand Master [From.GetFirstName];As-salâm 'aláykum, grand [Root.GetTitledFirstName]. Comme vous le savez peut-être, notre ordre a besoin de chefs pour combattre les infidèles et, considérant votre dette envers nous, j'aimerais présenter l'opportunité à votre noble fils [FromFrom.GetFirstName] de servir dans nos rangs, ce qui annulerait également votre dette. Naturellement, cette décision le déshériterait.\n\nQu'Allah vous garde.\nGrand Maître [From.GetFirstName];Der Friede Allahs sei mit Euch, großartiger [Root.GetTitledFirstName]. Wie Ihr vielleicht wisst, benötigt unser Orden Führer und angesichts der Schulden, die Ihr bei uns habt, möchte ich darum bitten, dass Euer tapferer und edler Sohn [FromFrom.GetFirstName] in unseren Reihen diene. Natürlich würde das ihn von der Erbfolge ausschließen. Allah sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Que la paz sea con usted, mi magnífico [Root.GetTitledFirstName]. Como posiblemente sepa, nuestra orden necesita dirigentes urgentemente y, teniendo en cuenta la deuda que tiene con nosotros, me gustaría pedirle que su fuerte y noble hijo [FromFrom.GetFirstName] se aliste en nuestras filas. Como bien sabe, esta acción le desheredará. Que Alá sea con usted,\n\nGran Maestre [From.GetFirstName];La pace sia con te, magnifico [Root.GetTitledFirstName]. Come saprai, il nostro ordine ha bisogno di condottieri e, tenuto conto del tuo debito con noi, vorrei chiederti che il tuo capace e nobile figlio [FromFrom.GetFirstName] prestasse servizio nei nostri ranghi. Naturalmente, ciò gli impedirà di ereditare. Allah sia con te,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTTITLE_SOA_1209;The Bektashi Order;La Confrérie bektachie;Der Bektaschi-Orden;;La Orden Bektashi;L'Ordine dei Bektashi;;;;;;;;x
EVTOPTA_SOA_1209;They could be useful...;Elle pourrait s'avérer utile...;Sie könnten nützlich sein...;;Podrían ser útiles...;Potrebbero essere utili...;;;;;;;;x
EVTOPTB_SOA_1209;Mystic Soldiers? Pah!;Des soldats mystiques ? Encore une secte d'illuminés !;Mystische Soldaten? Pah!;;¿Soldados místicos? ¡Bah!;Soldati mistici? Bah!;;;;;;;;x
EVTDESC_SOA_1211;Most righteous [Root.GetTitledFirstName], of course we, the Bektashi Order, can lend you 300 gold. All that we ask in return is your future assistance in certain matters as they might arise. Salaam alaykum,\n\nGrand Master [From.GetFirstName];As-salâm 'aláykum [Root.GetTitledFirstName], la Confrérie bektachie peut bien évidemment vous prêter 300 d'or. En contrepartie nous pourrions vous demander votre aide future si certains besoins se font sentir.\n\nQu'Allah vous protège,\nGrand Maître [From.GetFirstName];Hochwohlgeborener [Root.GetTitledFirstName], natürlich können wir, der Bektaschi-Orden, Euch 300 Gold leihen. Als Gegenleistung erbitten wir lediglich Eure Unterstützung in gewissen Angelegenheiten, die sich ergeben könnten. Salaam alaykum\n\nGroßmeister [From.GetFirstName];;Mi justo [Root.GetTitledFirstName], por supuesto que nosotros, la Orden Bektashi, podemos prestarle 300 oros. Todo lo que pedimos a cambio es su futura asistencia en determinados asuntos que puedan surgir. Salaam alaykum,\n\nGran Maestre [From.GetFirstName];Virtuosissimo [Root.GetTitledFirstName],certamente noi, l'Ordine dei Bektashi, possiamo prestarvi 300 monete d'oro. Tutto quello che chiediamo in cambio è la tua assistenza in futuro su alcune questioni che potrebbero sorgere. Salaam alaykum,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTDESC_SOA_1223;Great [Root.GetTitledFirstName], the Order needs more castles in order to train recruits and generate a supporting income. I am willing to cancel your debt to us if you will simply allow us to build a castle in [FromFrom.GetName]. Peace be with you,\n\nGrand Master [From.GetFirstName];Noble [Root.GetTitledFirstName], l'Ordre a besoin de davantage de châteaux afin d'entraîner des troupes et de générer les revenus nécessaires à son fonctionnement.\nNous sommes prêts à annuler votre dette si vous nous permettez de bâtir une forteresse en [FromFrom.GetName].\n\nQu'Allah soit avec vous,\nGrand Maître [From.GetFirstName];Großer [Root.GetTitledFirstName], der Orden braucht weitere Burgen zur Ausbildung von Truppen und zur Erzeugung von Einnahmen. Ich bin bereit, Euch Eure Schulden zu erlassen, wenn Ihr uns gestattet, in [FromFrom.GetName] eine Burg zu errichten. Der Friede sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Gran [Root.GetTitledFirstName], la Orden necesita más castillos para entrenar tropas y obtener ingresos para sostenerse. Estoy dispuesto a cancelar la deuda que tiene con nosotros si nos permite construir un castillo en [FromFrom.GetName]. Que la paz sea con usted,\n\nGran Maestre [From.GetFirstName];Grande [Root.GetTitledFirstName], l'Ordine ha bisogno di più castelli per addestrare truppe e generare delle entrare per sostenersi. Sono disposto a cancellare il tuo debito verso di noi se ci permetterai di costruire un castello in [FromFrom.GetName]. La pace sia con te,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTDESC_SOA_1224;The Bektashi Order have constructed a castle in [Root.GetName]!;Les Bektachis ont bâti un fort à [Root.GetName] !;Der Bektaschi-Orden hat in [Root.GetName] eine Burg errichtet!;;¡La Orden Bektashi ha construido un castillo en [Root.GetName]!;L'Ordine dei Bektashi ha costruito un castello in [Root.GetName]!;;;;;;;;x
EVTDESC_SOA_1231;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Bektashi Order to fight the infidel! This will forever disinherit him and he will never disgrace the dynasty with his decadence.;M[From.GetOnA] [GetFromRelation], [From.Get_le_TitledFirstName], a demandé à rejoindre la Confrérie bektachie dans sa lutte contre les infidèles !\nCela le déshériterait à jamais mais nous apporterait l'assurance qu'il ne déshonorera jamais la dynastie par sa décadence.;Mein [GetFromRelation], [From.GetTitledFirstName] will dem Bektaschi-Orden beitreten, um gegen die Ungläubigen zu kämpfen! Das wird ihn auf ewig von der Erbfolge ausschließen und er wird niemals durch seine Dekadenz der Dynastie Schande bereiten.;;¡Mi [GetFromRelation] [From.GetTitledFirstName] ha solicitado unirse a la Orden Bektashi para combatir a los infieles! Esta acción le desheredará para siempre y su decadencia no traerá nunca la desgracia a esta dinastía.;Mio [GetFromRelation], [From.GetTitledFirstName], ha chiesto di unirsi all'Ordine dei Bektashi per combattere gli infedeli! Ciò gli impedirà per sempre di ereditare ed egli non potrà più disonorare la Dinastia con la sua decadenza.;;;;;;;;x
EVTTOOLTIP_SOA_1232;[This.GetTitledFirstName] joins the Bektashi Order.;[This.Get_Le_TitledFirstName] a rejoint la Confrérie bektachie.;[This.GetTitledFirstName] tritt dem Bektaschi-Orden bei.;;[This.GetTitledFirstName] se une a la Orden Bektashi.;[This.GetTitledFirstName] entra a far parte dell'Ordine dei Bektashi.;;;;;;;;x
EVTDESC_SOA_1253;Most wise [Root.GetTitledFirstName], the Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPeace be upon you,\n\nGrand Master [From.GetFirstName];Sage [Root.GetTitledFirstName], l'Ordre a besoin de nouvelles terres afin d'entraîner des troupes et assurer leur financement de manière autonome. Or, il nous est apparu que vous possédiez un emplacement approprié sur vos domaines, à [FromFrom.GetName] pour être précis. Nous sommes disposés à vous payer 100 d'or en échange du droit d'y construire une forteresse.\n\nQu'Allah vous garde,\nGrand Maître [From.GetFirstName];Weiser [Root.GetTitledFirstName], der Orden braucht weitere Burgen zur Ausbildung von Truppen und zur Erzeugung von Einnahmen. Ich habe erfahren, dass es in Eurem Reich einen geeigneten Standort gibt, nämlich in [FromFrom.GetName]. Ich zahle Euch 100 Gold für das Recht, dort eine Festung zu errichten.\nDer Friede sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Mi sabio [Root.GetTitledFirstName], la Orden necesita más castillos para entrenar tropas y obtener ingresos para sostenerse. Ha llegado a mi conocimiento que hay un lugar adecuado en su heredad, en [FromFrom.GetName] para ser más precisos. Estoy dispuesto a pagarle 100 oros a cambio del derecho a construir allí una fortaleza.\nQue la paz sea con usted,\n\nGran Maestre [From.GetFirstName];Sapientissimo [Root.GetTitledFirstName], l'Ordine ha bisogno di più castelli per addestrare le truppe e generare delle entrare per sostenersi. Mi è stato riferito di un luogo idoneo nei tuoi domini - in [FromFrom.GetName] per essere precisi. Sono disposto a pagarti 100 monete d'oro in cambio del diritto di costruire una fortezza laggiù.\nLa pace sia con te,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTDESC_SOA_1331;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Teutonic Order in their struggle against the heathens, even though this will forever disinherit him.;M[From.GetOnA] [GetFromRelation], [From.Get_le_TitledFirstName], a demandé à rejoindre l'Ordre teutonique dans sa lutte contre les infidèles, même si cela le déshéritera à jamais.;Mein [GetFromRelation] [From.GetTitledFirstName] möchte sich dem deutschen Orden in seinem Kampf gegen die Heiden anschließen, obwohl ihn dies auf ewig von der Erbfolge ausschließt.;;Mi [GetFromRelation] [From.GetTitledFirstName] ha solicitado unirse a la Orden Teutónica en la lucha contra los paganos, a pesar de que esta acción le desheredará para siempre.;Mio [GetFromRelation], [From.GetTitledFirstName], ha chiesto di unirsi all'Ordine Teutonico nella sua lotta contro i pagani, anche se ciò gli impedirà per sempre di ereditare;;;;;;;;x
EVTTOOLTIP_SOA_1332;[This.GetTitledFirstName] joins the Teutonic Order.;[This.Get_Le_TitledFirstName] rejoint l'Ordre teutonique.;[This.GetTitledFirstName] tritt dem Deutschen Orden bei.;;[This.GetTitledFirstName] se une a la Orden Teutónica.;[This.GetTitledFirstName] entra a far parte dell'Ordine Teutonico.;;;;;;;;x
EVTDESC_SOA_1353;Most righteous [Root.GetTitledFirstName], the Order needs more castles in order to defend Christianity against the vicious heathens. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPax Christi,\n\nGrand Master [From.GetFirstName];Très juste [Root.GetTitledFirstName], l'Ordre a besoin de nouveaux châteaux afin de défendre la chrétienté contre les fourbes infidèles. Or, il nous a été signalé que vous possédiez un emplacement approprié sur votre domaine de [FromFrom.GetName]. Nous sommes disposés à vous payer 100 d'or en échange du droit d'y construire un forteresse.\n\nPax Christi,\nGrand Maître [From.GetFirstName];Hochwohlgeborener [Root.GetTitledFirstName], der Orden braucht weitere Burgen zur Verteidigung der Christenheit gegen die bösartigen Heiden. Ich habe erfahren, dass es in Eurem Reich einen geeigneten Standort gibt, nämlich in [FromFrom.GetName]. Ich zahle Euch 100 Gold für das Recht, dort eine Festung zu errichten.\nDer Friede des Herrn sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Mi justo [Root.GetTitledFirstName], la Orden necesita más castillos para defender a la Cristiandad de los paganos viciosos. Ha llegado a mi conocimiento que hay un lugar adecuado en su heredad, en [FromFrom.GetName] para ser más precisos. Estoy dispuesto a pagarle 100 oros a cambio del derecho a construir allí una fortaleza.\nPax Christi,\n\nGran Maestre [From.GetFirstName];Virtuosissimo [Root.GetTitledFirstName], l'Ordine ha bisogno di altri castelli per difendere la Cristianità dai crudeli pagani. Mi è stato riferito di un luogo idoneo nei tuoi possedimenti - in [FromFrom.GetName] per essere precisi. Sono disposto a pagarvi 100 monete d'oro in cambio del diritto di costruire una fortezza laggiù.\nPax Christi,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
EVTOPTB_SOA_1353;No, that region is mine;Non, cette région m'appartient.;Nein, das Gebiet gehört mir.;;No, esa región es mía;No, quella regione è mia;;;;;;;;x
EVTDESC_SOA_1354;The Teutonic Order have constructed a castle in [Root.GetName]!;L'Ordre teutonique a bâti un château en [Root.GetName] !;Der Deutsche Orden hat in [Root.GetName]eine Burg errichtet!;;¡La Orden Teutónica ha construido un castillo en [Root.GetName]!;L'Ordine Teutonico ha costruito un castello in [Root.GetName]!;;;;;;;;x
EVTOPTA_SOA_1403;Very well;Très bien;Sehr gut;;Está bien;Molto bene;;;;;;;;x
EVTDESC_SOA_1411;Most righteous [Root.GetTitledFirstName], of course we, the Nizari Ismailis, can lend you 300 gold. All that we ask in return is your future assistance in certain matters as they might arise. Salaam alaykum,\n\nGrand Master [From.GetFirstName];Très vertueux [Root.GetTitledFirstName], les ismaéliens nizârites peuvent bien évidemment vous prêter 300 d'or. En contrepartie, il est possible que nous vous demandions votre aide future si le besoin s'en faisait sentir.\n\nAs-salâm 'aláykum,\nGrand Maître [From.GetFirstName];Hochwohlgeborener [Root.GetTitledFirstName], natürlich können wir, die Nizari-Ismailis Haschaschin, Euch 300 Gold leihen. Als Gegenleistung erbitten wir lediglich Eure Unterstützung in gewissen Angelegenheiten, die sich ergeben könnten. Salaam alaykum\n\nGroßmeister [From.GetFirstName];;Mi justo [Root.GetTitledFirstName], por supuesto que nosotros, los Ismaelitas Nizaríes, podemos prestarle 300 oros. Todo lo que pedimos a cambio es su futura asistencia en determinados asuntos que puedan surgir. Salaam alaykum,\n\nGran Maestre [From.GetFirstName];Virtuosissimo [Root.GetTitledFirstName], noi, i Nizariti Ismailiti, siamo disposti a prestarti 300 monete d'oro. Tutto quello che chiediamo in cambio è la tua assistenza in futuro su alcune questioni che potrebbero sorgere. Salaam alaykum,\n\nGran Maestro [From.GetFirstName];;;;;;;;x
